event_index,event_timestamp,time_index,relative_step,timestamp,Patv_clean_for_input_farm_mean_kw,Fine_local_residual_ma6_kw,Fine_first_difference_kw,Coarse_ma6_kw,Coarse_ma18_kw,Coarse_ma36_kw,Downsample_upsample_ma36_kw,resampled_source_start_index,resampled_source_end_index,resampled_source_is_causal
10573,2021-03-15 10:20:00,10579,6,2021-03-15 11:20:00,580.0062966417911,131.3429665636661,187.00679221082095,448.663330078125,989.5391235351562,1176.513916015625,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10580,7,2021-03-15 11:30:00,308.1524020522388,-159.88797270362056,-271.8538945895523,468.0403747558594,936.5233154296875,1143.2569580078125,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10581,8,2021-03-15 11:40:00,417.7911322294776,-16.5045525849755,109.63873017723881,434.2956848144531,894.9143676757812,1112.8367919921875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10582,9,2021-03-15 11:50:00,627.4817513992538,176.39883513948814,209.69061916977614,451.0829162597656,864.1344604492188,1088.194091796875,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10583,10,2021-03-15 12:00:00,450.0080748600746,-12.7317933039879,-177.47367653917917,462.7398681640625,818.4224853515625,1058.80517578125,989.8693237304688,10512,10547,True
10573,2021-03-15 10:20:00,10584,11,2021-03-15 12:10:00,345.4198052705224,-109.390100735337,-104.58826958955223,454.8099060058594,764.5062866210938,1028.12451171875,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10585,12,2021-03-15 12:20:00,302.6220265858209,-105.95716652941348,-42.797778684701484,408.5791931152344,703.500244140625,1022.2200317382812,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10586,13,2021-03-15 12:30:00,279.4304162779851,-124.36178953256177,-23.191610307835788,403.7922058105469,638.0158081054688,998.6726684570312,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10587,14,2021-03-15 12:40:00,704.4482859141791,252.87989602160098,425.017869636194,451.5683898925781,595.5626831054688,991.1275024414062,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10588,15,2021-03-15 12:50:00,434.40248950559703,15.013970218487657,-270.0457964085821,419.3885192871094,536.8463745117188,963.61669921875,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10589,16,2021-03-15 13:00:00,439.0032649253731,21.448882601154367,4.600775419776085,417.55438232421875,479.7981872558594,934.40966796875,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10590,17,2021-03-15 13:10:00,296.67423624067163,-112.75587850542212,-142.32902868470148,409.43011474609375,420.669921875,900.989501953125,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10591,18,2021-03-15 13:20:00,200.82901410914178,-191.63561601781134,-95.84522213152985,392.4646301269531,416.5690612792969,865.5450439453125,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10592,19,2021-03-15 13:30:00,246.4462744869403,-140.52098015173158,45.617260377798516,386.9672546386719,419.5999450683594,831.3060913085938,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10593,20,2021-03-15 13:40:00,268.57013759328356,-45.75075474070081,22.123863106343265,314.3208923339844,400.0616760253906,799.1201782226562,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10594,21,2021-03-15 13:50:00,276.771484375,-11.277587890625,8.201346781716438,288.049072265625,386.1734924316406,767.5802612304688,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10595,22,2021-03-15 14:00:00,369.2999067164179,92.86805246837105,92.52842234141792,276.4318542480469,385.5753479003906,738.7063598632812,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10596,23,2021-03-15 14:10:00,1005.8430503731344,611.2164024239156,636.5431436567164,394.62664794921875,419.6222229003906,726.3909912109375,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10597,24,2021-03-15 14:20:00,702.1203941231344,223.94519270711874,-303.72265625,478.1752014160156,426.4063415527344,707.9727172851562,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10598,25,2021-03-15 14:30:00,744.0984141791045,182.9811656439482,41.97802005597009,561.1172485351562,450.62554931640625,693.5744018554688,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10599,26,2021-03-15 14:40:00,1191.2424207089553,476.3464856503615,447.1440065298508,714.8959350585938,493.5950927734375,694.2546997070312,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10600,27,2021-03-15 14:50:00,1363.7326259328358,467.67647358908584,172.4902052238806,896.05615234375,534.4979248046875,699.316162109375,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10601,28,2021-03-15 15:00:00,1193.5502565298507,160.11910418610069,-170.18236940298516,1033.43115234375,575.8057861328125,697.1141357421875,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10602,29,2021-03-15 15:10:00,624.3260844216418,-345.51894731663947,-569.2241721082089,969.8450317382812,591.3005981445312,677.9034423828125,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10603,30,2021-03-15 15:20:00,818.1441814365671,-171.03813057515163,193.81809701492534,989.1823120117188,619.9407348632812,661.720458984375,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10604,31,2021-03-15 15:30:00,924.8802472014926,-94.43237486881992,106.73606576492546,1019.3126220703125,655.799072265625,646.9074096679688,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10605,32,2021-03-15 15:40:00,1082.1635960820895,81.0307835820895,157.28334888059692,1001.1328125,676.783203125,636.1729736328125,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10606,33,2021-03-15 15:50:00,776.3303987873135,-126.90208412284278,-305.833197294776,903.2324829101562,695.7792358398438,616.3128051757812,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10607,34,2021-03-15 16:00:00,1131.4168610074628,238.53996891761903,355.0864622201493,892.8768920898438,734.2466430664062,607.0223999023438,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10608,35,2021-03-15 16:10:00,1115.2231809701493,140.53012677093056,-16.19368003731347,974.6930541992188,779.7215576171875,600.1957397460938,1058.80517578125,10548,10583,True
10573,2021-03-15 10:20:00,10609,36,2021-03-15 16:20:00,1096.3190298507463,75.26348785855885,-18.904151119402968,1021.0555419921875,829.4710083007812,623.02001953125,1058.80517578125,10548,10583,True
