TurbID,node_index,micro_degree,macro_degree,neighbor_jaccard_micro_macro,global_support_jaccard_micro_macro,fit_split,micro_edge_length_mean,micro_edge_length_q90,macro_edge_length_mean,macro_edge_length_q90,distance_edge_length_mean,distance_edge_length_q90
28,27,6,14,0.3333333333333333,0.4295550847457627,train,967.573804059556,1469.8372525891186,1872.454652881909,3183.97235692246,766.4368602923485,961.1551045225024
29,28,8,14,0.375,0.4295550847457627,train,1092.7408644212296,1633.0760907049978,1848.0886070795916,3115.5627144526034,761.177752219802,947.2764108958064
30,29,7,13,0.42857142857142855,0.4295550847457627,train,1149.1733901264604,1684.4784932737307,2229.0075277073274,2812.1896462417017,920.6953393928974,1089.5659161714705
31,30,7,13,0.42857142857142855,0.4295550847457627,train,1330.1446383050957,2280.7180479750823,1873.6945126688556,3516.920791679521,911.8253331789487,1091.5768765165851
32,31,8,12,0.3333333333333333,0.4295550847457627,train,995.6902782372676,1339.9396330900836,2976.136134938523,8883.280666475739,783.0630249171089,1025.0078169232947
33,32,8,12,0.42857142857142855,0.4295550847457627,train,998.9668870727633,1398.269034891941,2885.431415433822,9309.30912705678,767.7539699777328,985.0472373249111
34,33,7,13,0.42857142857142855,0.4295550847457627,train,3754.796370288565,11163.631124035117,3911.6465670552125,10912.345738500955,790.5507280360403,1044.9721708879015
35,34,9,14,0.2777777777777778,0.4295550847457627,train,5640.2759091241915,11674.24946185114,5299.043041171847,11124.859388949728,961.4049733989834,1140.99936912342
36,35,8,13,0.5,0.4295550847457627,train,2367.1193022332486,4443.3384622401745,4475.359790938963,11156.956493547312,928.6780467816683,1129.1616509379398
37,36,8,12,0.42857142857142855,0.4295550847457627,train,2191.670224049056,4270.1020252791695,4698.724445431587,10237.826938687605,782.0477747886505,1004.9907005321601
38,37,8,14,0.375,0.4295550847457627,train,888.4527030791572,1076.2087290740678,3675.6845991913906,10126.905475817484,771.7148029569756,984.2461315946367
39,38,9,14,0.35294117647058826,0.4295550847457627,train,937.8581000012315,1134.2632754565564,2946.821318192567,9503.426514043556,771.2972909133825,982.8997183842278
40,39,8,13,0.5,0.4295550847457627,train,1063.9498770054563,1647.8599689960054,1962.415609672965,3517.3322775717234,771.7678532304058,984.4373744332439
41,40,7,13,0.5384615384615384,0.4295550847457627,train,936.4622608964601,1341.0923502689943,1796.2062143196463,3435.1833490190243,764.7288816181626,961.6755215580275
42,41,7,11,0.5,0.4295550847457627,train,948.0803862539691,1345.652193325579,1938.8682688771207,4238.162388357972,772.1180890927678,983.6007820239745
43,42,6,13,0.46153846153846156,0.4295550847457627,train,845.6345357860451,1136.4634266613202,1575.0142973904938,3575.2559237078276,750.6674949845137,942.9722624030956
44,43,8,12,0.5384615384615384,0.4295550847457627,train,955.0983877152543,1312.4521528260598,1410.878973860683,2354.3437676984286,757.0506801113074,959.9110698181684
45,44,9,14,0.5333333333333333,0.4295550847457627,train,1212.5816699801576,1816.5543343060315,2156.0440493403758,4387.934755910082,775.9530038596582,1006.4535048410447
46,45,9,13,0.4666666666666667,0.4295550847457627,train,1031.1138146013047,1435.7972865733486,1830.9260292613467,3652.9673833369498,779.5476123388187,971.7895447363884
47,46,8,12,0.5384615384615384,0.4295550847457627,train,901.6381500731053,1107.1126189167974,1736.6280559823615,3050.3329249117164,778.0995988607733,994.8427627646969
48,47,7,13,0.42857142857142855,0.4295550847457627,train,1006.9005084461968,1426.3009006381676,2132.762418837,4348.88746525164,822.8956797722734,1051.5392799710637
49,48,8,13,0.5,0.4295550847457627,train,1189.2345597874778,1846.3079102058673,1971.398325204787,3865.7373173866454,779.0356857720137,970.6709812411002
50,49,7,13,0.42857142857142855,0.4295550847457627,train,1122.723670502621,1900.4113913332942,2133.060084728243,3876.4799664540137,778.0488199027648,982.5774541261785
51,50,8,13,0.4,0.4295550847457627,train,1674.4586313337645,3593.4280686497937,2380.8142682143052,3699.326954785664,921.3683004580078,1128.1932966207255
52,51,7,14,0.5,0.4295550847457627,train,1325.1709948997068,1873.5124729218646,2071.5158206197693,3343.2095992858467,1070.4413801958276,1406.6328929836877
53,52,7,12,0.46153846153846156,0.4295550847457627,train,1315.8088712057154,2226.209409842348,2175.9275153965305,3822.1381151947257,878.9145711784683,1305.2346750538588
54,53,7,13,0.5384615384615384,0.4295550847457627,train,1183.9422275351233,2047.8186988967805,2186.8239114482135,3906.9469631901634,754.3976977333916,972.7334439972034
55,54,8,14,0.4666666666666667,0.4295550847457627,train,946.5289567676311,1308.515724545042,3396.295627527018,9445.953471477409,767.0690555551167,992.5610125155193
56,55,7,13,0.3333333333333333,0.4295550847457627,train,2238.687358950015,4860.8647785896455,4122.39856458167,9889.385677414995,816.5458887542424,1070.374745982515
57,56,9,14,0.4375,0.4295550847457627,train,5387.162750062296,11216.098973813401,4856.919803440888,10401.930674957686,931.4402137619849,1166.5235002783593
58,57,8,14,0.4666666666666667,0.4295550847457627,train,4801.710734726177,11314.704908823014,4442.476177857609,10639.305022995259,927.8323816008094,1125.9098858046193
59,58,8,12,0.5384615384615384,0.4295550847457627,train,2363.2556603744297,5460.50780562066,3084.3716269489546,9182.104614047726,783.7483869743421,1007.3306101305755
60,59,6,12,0.5,0.4295550847457627,train,899.7420590941039,1271.7580603534325,3920.0240415167777,9936.953514090823,772.2516536336501,983.964777788104
61,60,7,12,0.35714285714285715,0.4295550847457627,train,878.8507921208602,1113.9494275693814,2629.8894653816933,4563.810603436445,776.7914374790022,1001.306751184464
62,61,7,12,0.35714285714285715,0.4295550847457627,train,1543.0021524415638,3465.636463445735,2139.1453290115796,3247.837063424022,768.5802859112939,974.4163834028282
63,62,7,13,0.3333333333333333,0.4295550847457627,train,1535.8365801545845,3445.8161913512427,2274.3845226579824,3677.9379650432347,768.6193419264004,961.6022464527732
64,63,8,15,0.35294117647058826,0.4295550847457627,train,1800.9823876422251,3584.150478853054,2407.423717891289,4412.954383362494,763.4841412003254,972.0545920568063
65,64,9,14,0.6428571428571429,0.4295550847457627,train,1336.7879347038568,2264.4121461357304,2340.3444718431265,4837.243766877437,752.7012388805122,954.5250290425336
66,65,7,13,0.42857142857142855,0.4295550847457627,train,1322.3098545779083,2562.646433573307,2301.370159537108,4690.408957743324,760.8554001611661,969.9383798102706
67,66,7,12,0.35714285714285715,0.4295550847457627,train,1054.8547000785188,1664.177225698264,2559.075686812182,4542.439239253681,766.0558474109122,976.2407188292406
68,67,8,14,0.4666666666666667,0.4295550847457627,train,1087.64530187845,1651.8633580208411,2572.1108214197952,4574.319680126709,770.3752271295511,978.9380343697209
69,68,9,15,0.4117647058823529,0.4295550847457627,train,1289.9923566010405,2548.7801487402407,1897.1370909897726,3105.6063134863953,779.6461915838453,1001.6321758966872
70,69,8,12,0.42857142857142855,0.4295550847457627,train,1168.6172332176757,1862.1958834193217,1842.5472227454813,3215.34963672543,793.8075106541447,1008.155279854205
71,70,6,12,0.5,0.4295550847457627,train,1115.4026105561786,1941.926082333534,2010.0067489338298,3420.9659232626145,765.5796231289496,1001.4180816580271
72,71,7,13,0.5384615384615384,0.4295550847457627,train,1588.9001974870646,3628.1807220612027,1997.0027226317975,3662.370756122118,756.0470663607382,979.4683511281446
73,72,6,12,0.38461538461538464,0.4295550847457627,train,785.8814563043585,967.5604706257866,2124.946858857354,4068.395724408722,749.3297190567123,959.9856269684544
74,73,6,11,0.5454545454545454,0.4295550847457627,train,801.3810439664152,977.7341578229374,2007.9603712705045,3913.846232353153,764.5041898354306,963.4700010573398
75,74,6,12,0.38461538461538464,0.4295550847457627,train,816.4755547690474,1021.4036745882443,2057.435847810672,4224.205816013509,774.5495381955993,990.1181746671846
76,75,7,12,0.46153846153846156,0.4295550847457627,train,870.871045790953,1103.860256107217,1377.3229592210573,1863.0586714804965,768.4434623582176,971.8570105143657
77,76,10,12,0.29411764705882354,0.4295550847457627,train,2842.9725590875014,5580.283102729095,1779.9179573955769,3355.694670412373,773.2836484112698,984.7376207532241
78,77,6,12,0.5,0.4295550847457627,train,2237.839217604367,5260.7347976001265,2684.9160642459647,7197.723025582809,784.7536173388349,1006.5400275121424
79,78,7,13,0.42857142857142855,0.4295550847457627,train,2561.553369344364,6036.218194757699,3262.797679350746,8277.685303961707,909.1167267294708,1101.751953950832
80,79,9,15,0.4117647058823529,0.4295550847457627,train,5140.220137062939,10366.75299658193,5020.843780877841,10720.171586620687,1153.489713919593,1473.8758617854264
81,80,7,14,0.3125,0.4295550847457627,train,3647.9578802612,10468.866081035616,3997.318796228476,9718.993313260858,900.6912862597676,1333.9488341067595
82,81,5,13,0.38461538461538464,0.4295550847457627,train,802.6127580295285,1078.0035268485506,2638.078972690076,7945.805503363373,802.6127580295285,1078.0035268485506
83,82,6,12,0.38461538461538464,0.4295550847457627,train,2288.992559688697,5416.2024118046265,3254.4068022476167,7911.425982280112,785.0385861541465,994.7495165730949
84,83,7,13,0.42857142857142855,0.4295550847457627,train,868.548246452674,1090.8722218939931,2658.2672119968024,7208.338640563326,771.2406986651524,981.7928825035567
85,84,7,13,0.42857142857142855,0.4295550847457627,train,1177.1687607644926,1975.4265719900905,2091.408351091142,4061.6340399110395,762.0970715962785,956.8184553917127
86,85,7,13,0.5384615384615384,0.4295550847457627,train,872.3803223210629,1111.6931424282063,2080.039453587567,3673.6155167837865,766.1506638894527,969.2019677402028
87,86,7,14,0.5,0.4295550847457627,train,1193.489312234871,2014.6747674545882,1660.4399216552658,3246.6370964963203,775.628320871735,995.0764137747113
88,87,7,14,0.4,0.4295550847457627,train,869.4818185316186,1114.5921506772872,1631.4179588181244,3041.4401275746804,766.0615522240035,967.7721244654767
89,88,7,14,0.4,0.4295550847457627,train,865.9749613922193,1088.1082863016504,1873.5153242176912,3698.252315864563,768.147622824797,973.8944875925997
90,89,7,14,0.5,0.4295550847457627,train,1215.2871740361,2073.008519389699,1910.299249713859,3875.8137696484173,764.0488854491534,961.5177872262977
91,90,8,15,0.4375,0.4295550847457627,train,1000.2652356132214,1455.1767416468267,1588.8027126206177,2937.6846337638935,758.7024377350516,968.5046566666991
92,91,6,13,0.35714285714285715,0.4295550847457627,train,800.833839328809,996.9637800160641,1502.2209265335673,2727.62083229341,755.5112549299416,960.4622832187141
93,92,7,12,0.35714285714285715,0.4295550847457627,train,837.1046534914894,1026.4266771228042,1377.0958924485346,2404.3792793244165,759.933579325268,969.277857631758
94,93,7,13,0.42857142857142855,0.4295550847457627,train,843.1391973235708,1018.2551399246464,1231.466034027718,1834.8678920480222,772.937477444696,972.0329927661271
95,94,7,14,0.4,0.4295550847457627,train,853.6713586807415,1031.266747619208,2825.4205905104523,7054.167531547081,782.1170921070627,993.4660280758487
96,95,8,12,0.42857142857142855,0.4295550847457627,train,868.8392843772847,1013.3032978249871,1859.0981508573186,2333.886320063265,782.5693207492542,985.358504173043
97,96,7,13,0.3333333333333333,0.4295550847457627,train,847.6846683819388,1024.6301422008803,1738.1726578733437,1953.2473165447898,776.2637022610966,1009.49630757868
98,97,7,13,0.42857142857142855,0.4295550847457627,train,831.2670181903204,1019.0745904478542,2404.90436686657,6971.9016088947865,753.1411806803233,955.7684600936345
99,98,8,12,0.42857142857142855,0.4295550847457627,train,2011.4461900995855,3791.397484351953,2851.2155173942106,8045.759713288045,760.8423316751756,975.7450548237155
100,99,7,12,0.35714285714285715,0.4295550847457627,train,3562.3564026126633,10465.523935968957,3237.361178527024,8519.176347942246,782.5202900851476,1008.1596608629669
101,100,8,12,0.3333333333333333,0.4295550847457627,train,4386.557944789198,10208.313202487214,4220.283396401938,8993.850003617661,920.6477861821753,1118.9952975763208
102,101,6,13,0.46153846153846156,0.4295550847457627,train,2475.233655849837,5701.9168118824355,4044.2812059554553,9941.029824862513,915.7110254700829,1088.0490481088796
103,102,6,13,0.46153846153846156,0.4295550847457627,train,805.5855110849662,1000.5033105615621,3563.3822842436925,9441.903003385542,765.2840841451489,984.8599783337594
104,103,7,13,0.42857142857142855,0.4295550847457627,train,855.3661639261983,1074.8247497215423,3170.732810333131,9011.616961846901,756.7932958367545,958.9301032126681
105,104,6,11,0.4166666666666667,0.4295550847457627,train,803.6219360426797,986.6750336936834,2876.356339467829,8550.835968652074,764.8561657122924,966.7578278334958
106,105,7,12,0.35714285714285715,0.4295550847457627,train,868.8045835926521,1092.90027366108,1917.1722191880053,4147.740412258361,770.9550301924826,973.9865512530371
107,106,9,15,0.5,0.4295550847457627,train,891.3387079099198,1125.876498075837,1334.3664125727219,1888.9183855015856,748.2418877375891,945.519070075018
108,107,7,12,0.46153846153846156,0.4295550847457627,train,844.6772173224524,1037.1705064584849,1382.4088402441455,1878.1321753179795,767.3250057114633,968.511083450076
109,108,7,12,0.46153846153846156,0.4295550847457627,train,836.7952726404112,1013.627768851573,1704.9812901385174,4188.512875083211,764.5363172973047,962.2034710196422
110,109,8,14,0.4666666666666667,0.4295550847457627,train,907.5863404185147,1220.0225937739012,1965.4535009412,4481.300183310763,765.5188102779963,968.565972445741
111,110,6,13,0.35714285714285715,0.4295550847457627,train,835.873333792953,1087.635947766218,2077.7225399627023,4549.738603368706,758.9453964960179,952.7074376927246
112,111,7,13,0.42857142857142855,0.4295550847457627,train,852.5992849962428,1072.186468615645,2338.8582609553528,4935.900257331801,758.6454246259631,948.306439395924
113,112,8,14,0.375,0.4295550847457627,train,1019.7447807190565,1452.4284982031215,1899.0822347458231,3152.6728421155667,779.2385402765788,1007.1311954814001
114,113,6,13,0.35714285714285715,0.4295550847457627,train,814.7085339555001,1019.7253956544973,2082.8364321754343,5129.125912660245,772.160888481971,987.5141224108039
115,114,7,12,0.46153846153846156,0.4295550847457627,train,880.5023685278935,1127.5855334773353,1956.8271888734362,3322.752001446589,773.716613983207,992.1731035639489
116,115,6,14,0.42857142857142855,0.4295550847457627,train,819.8166720015424,1034.969418836184,1898.6892417977942,3116.6342645388345,775.8173546841551,998.3870518696282
117,116,6,13,0.35714285714285715,0.4295550847457627,train,817.3620633109631,1023.9600542544322,1906.9003105707002,2842.8334030665046,773.0327934544382,988.5993970145686
118,117,7,15,0.375,0.4295550847457627,train,881.7037081977851,1123.7448434302403,2526.197679345916,6426.730367793535,775.9399488717652,992.6839017607987
119,118,8,14,0.375,0.4295550847457627,train,1161.341268936521,1929.925439474082,3738.4033173313633,8015.663891888985,776.8321585472702,995.4816816945537
120,119,6,13,0.46153846153846156,0.4295550847457627,train,819.6027375975797,1029.1419820834235,3163.650789023106,7873.574806209754,770.699941206574,978.7354211422559
121,120,6,12,0.38461538461538464,0.4295550847457627,train,808.1236475846114,997.2102354150297,3455.84081330408,8361.685383024538,769.5247875512366,976.1796693767699
122,121,7,11,0.38461538461538464,0.4295550847457627,train,2137.6988686767913,4657.384779783029,3915.842644428356,8885.789668112497,786.6739161471985,1014.5973094732506
123,122,7,12,0.35714285714285715,0.4295550847457627,train,3609.916443261264,10090.588879640547,4881.8846572554785,9302.916639868788,1005.4969401690134,1334.4328474397978
124,123,6,14,0.42857142857142855,0.4295550847457627,train,2425.3127102297926,5597.800122855928,4074.4325727459573,9681.650943904928,916.5585334287165,1133.4755810216382
125,124,6,12,0.5,0.4295550847457627,train,2232.4948931529248,5276.4733877396775,3534.4999349564146,9285.62794570466,775.1623351296328,1008.7850484562983
126,125,6,13,0.46153846153846156,0.4295550847457627,train,814.3539076373014,1025.0671754189088,2885.823445758464,8380.892051573168,766.6879765361216,984.5237980652536
127,126,8,13,0.5,0.4295550847457627,train,902.3299235399697,1173.308930986911,1876.283214600457,2694.6741660702633,765.0059681049418,964.3221152396837
128,127,7,11,0.38461538461538464,0.4295550847457627,train,843.9853435187376,1059.539488271951,1876.2614811790181,2311.453632499853,749.6788011985312,960.7598523667338
129,128,7,12,0.35714285714285715,0.4295550847457627,train,864.6809833131011,1106.600701836855,1833.52676161221,2143.3994070621206,760.6151804091863,960.1431303793336
130,129,7,12,0.46153846153846156,0.4295550847457627,train,880.6413159986987,1113.0432641511236,1726.860078916986,2352.4933824309696,780.625604903329,1003.5901372327294
131,130,10,10,0.3333333333333333,0.4295550847457627,train,2412.011740304012,4986.936221269226,1537.7066637691564,2659.3991332398073,775.4074179083989,999.8829279192533
132,131,7,13,0.42857142857142855,0.4295550847457627,train,850.0756862744939,1054.5721358480932,2497.0760979057113,5612.371271365282,760.9838306713655,960.8588812686102
133,132,6,12,0.5,0.4295550847457627,train,829.9991042226538,1065.223230218969,2639.2743077216824,5811.62877960287,759.5648192794858,946.4377729624756
134,133,7,13,0.5384615384615384,0.4295550847457627,train,953.6591369247617,1359.238156219875,2980.89627018659,6082.988355761356,777.5550156124918,992.5681804120669
