TurbID,node_index,signal,fit_split,total_count,valid_ratio,first_difference_std,valid_count,mean,std,q05,q25,q50,q75,q95
19,18,Patv_raw,train,42047,0.7044735652959783,145.64301581374764,29621,533.7084311217833,427.05884766854524,37.02000045776367,171.5500030517578,412.6199951171875,836.0800170898438,1400.0
20,19,Patv_raw,train,42047,0.6904892144504958,136.64727109831256,29033,534.6403143721169,423.5293360315112,36.58600082397461,177.60000610351562,419.8599853515625,834.97998046875,1392.519995117187
21,20,Patv_raw,train,42047,0.7097058054082337,138.7151135715037,29841,519.74871686511,424.5445648906917,33.959999084472656,163.80999755859375,392.2799987792969,817.3300170898438,1375.27001953125
22,21,Patv_raw,train,42047,0.677028087616239,148.27191562026067,28467,600.9250867341735,464.9471787292459,28.239999771118164,191.12999725341797,489.760009765625,958.7249755859375,1505.7660156249997
23,22,Patv_raw,train,42047,0.6943420458058839,146.60880291296408,29195,609.4485474355467,466.72470681365735,38.296000289917,192.78499603271484,500.8699951171875,980.5349731445312,1503.0770385742187
24,23,Patv_raw,train,42047,0.701310438319024,140.9860656962722,29488,542.7254349746897,432.9289446742963,10.134499883651744,167.7775001525879,436.7150115966797,874.9774780273438,1375.5174804687497
25,24,Patv_raw,train,42047,0.6967916854948034,146.96758557174948,29298,611.376790744399,467.53309697512714,40.40550003051758,199.13999938964844,496.13999938964844,979.9374847412109,1509.9834838867187
26,25,Patv_raw,train,42047,0.7359145717887127,142.32967541157137,30943,599.2513157099755,486.1510967602345,0.0,168.92499542236328,477.1199951171875,989.2900085449219,1513.8349731445312
27,26,Patv_raw,train,42047,0.7138915974980379,150.30913713403604,30017,553.081447715942,454.4743720447381,14.420000267028819,161.0800018310547,427.79998779296875,891.97998046875,1470.8959960937495
28,27,Patv_raw,train,42047,0.7389112183984589,147.00317646109033,31069,531.7811874541553,457.0287522260006,0.0,137.33999633789062,399.489990234375,877.9099731445312,1453.481982421875
29,28,Patv_raw,train,42047,0.7024044521606774,145.3419673919929,29534,566.4641423345084,452.7429448219808,16.82299976348877,172.69750213623047,448.7949981689453,918.1200256347656,1453.8215270996093
30,29,Patv_raw,train,42047,0.7152234404357029,140.4176787083083,30073,550.9577466839629,443.55319200678287,22.07399978637696,165.17999267578125,431.6700134277344,873.6400146484375,1436.292041015625
31,30,Patv_raw,train,42047,0.7175541655766167,145.94099041837157,30171,562.2044444240395,455.7654941132178,19.104999542236328,165.27999877929688,439.7200012207031,912.4700012207031,1467.655029296875
32,31,Patv_raw,train,42047,0.69303398577782,149.48323895173647,29140,580.4521849072642,453.7237718100552,40.779998779296875,185.04999923706055,460.4449920654297,924.9574890136719,1483.247491455078
33,32,Patv_raw,train,42047,0.7053773158608224,139.93918866494803,29659,544.1396355311973,443.2498271771375,28.020000457763672,163.54000091552734,415.3399963378906,874.3049926757812,1437.6940185546869
34,33,Patv_raw,train,42047,0.691107570100126,149.07174563027925,29059,553.5739202050833,449.45742413732546,28.029000663757326,169.7750015258789,422.989990234375,892.0400085449219,1459.44794921875
35,34,Patv_raw,train,42047,0.6853996717958475,145.68579840231806,28819,560.4338915907406,445.2195284878724,37.347998809814456,176.73999786376953,433.5899963378906,891.3050231933594,1456.4839721679687
36,35,Patv_raw,train,42047,0.7018336623302495,146.11770455390945,29510,565.7226295970715,455.3684371951032,23.115999889373782,172.95499801635742,439.76499938964844,907.4174957275391,1481.1610229492185
37,36,Patv_raw,train,42047,0.7023806692510762,138.1618404970347,29533,554.4000096416298,462.3549883751911,0.0,158.52000427246094,424.69000244140625,896.7100219726562,1495.943969726562
38,37,Patv_raw,train,42047,0.713606202582824,139.25158639905814,30005,571.9519159289566,458.65807174851346,31.34000015258789,170.0500030517578,446.260009765625,924.9400024414062,1485.1420166015625
39,38,Patv_raw,train,42047,0.7026660641662901,149.72886363701943,29545,565.6277071654526,449.9315907288188,35.03999938964844,171.72999572753906,438.9599914550781,923.2100219726562,1423.022021484375
40,39,Patv_raw,train,42047,0.7122267938259567,141.01356385252572,29947,514.4953463849213,427.7654291021167,32.212999725341795,157.08999633789062,383.3399963378906,807.3200073242188,1403.7870361328125
41,40,Patv_raw,train,42047,0.6780983185482912,141.9737380205071,28512,530.2360174811043,432.0740075260662,34.75200004577638,170.50750350952148,401.8349914550781,831.08251953125,1430.68994140625
42,41,Patv_raw,train,42047,0.696863034223607,140.1880552922178,29301,521.6188086069485,425.3120303171192,34.08000183105469,168.9600067138672,390.2799987792969,814.510009765625,1401.949951171875
43,42,Patv_raw,train,42047,0.7076129093633315,136.40481352609115,29753,528.3522563116428,434.7108270881076,30.665999984741212,163.50999450683594,395.7300109863281,833.7999877929688,1430.756005859375
44,43,Patv_raw,train,42047,0.6753395010345565,152.38380951286098,28396,545.1054646217519,426.9517707808604,16.707499504089355,188.92999267578125,432.9550018310547,848.9049987792969,1412.0025024414062
45,44,Patv_raw,train,42047,0.6947463552691037,145.03077237565,29212,584.897544620099,449.8540861885751,40.11549968719483,189.9275016784668,477.5449981689453,922.0275115966797,1478.7709655761714
46,45,Patv_raw,train,42047,0.678811805836326,139.61921519921597,28542,575.9536071988275,442.48230013774435,35.680500221252444,185.88250350952148,469.9700012207031,921.7650146484375,1437.5460449218747
47,46,Patv_raw,train,42047,0.6849002306942231,145.10864467066352,28798,567.9846985451219,442.5077254538637,37.51949882507325,183.3525047302246,461.5299987792969,906.4399871826172,1437.6845397949219
48,47,Patv_raw,train,42047,0.7029038932623017,140.14194445846925,29555,549.743182557648,438.93842463491256,29.543999671936035,167.70999908447266,438.0799865722656,882.3249816894531,1420.6720092773437
49,48,Patv_raw,train,42047,0.739672271505696,139.75263078293554,31101,539.1330757707121,455.4096988086872,0.0,144.58999633789062,419.29998779296875,887.22998046875,1454.93994140625
50,49,Patv_raw,train,42047,0.6966252051275953,144.21816590831764,29291,558.0075943885058,452.99538448175895,15.53000020980835,164.88500213623047,440.2900085449219,900.1600036621094,1468.489990234375
51,50,Patv_raw,train,42047,0.7154612695317145,135.19279099746592,30083,538.331164571546,454.9111737159703,0.0,151.10499572753906,407.94000244140625,869.0350036621094,1471.6480346679684
52,51,Patv_raw,train,42047,0.6585725497657383,145.48531835336053,27691,550.1937175324263,437.76727218870127,36.079999923706055,173.06500244140625,431.8500061035156,871.7999877929688,1444.0800170898438
53,52,Patv_raw,train,42047,0.7217161747568197,135.7823211007682,30346,510.8054625081176,439.30524938781707,0.0,138.32500076293945,387.1750030517578,827.4149932861328,1405.4125366210938
54,53,Patv_raw,train,42047,0.7192665350679002,137.7692005096933,30243,520.5370629709774,443.3825465187422,6.105999898910531,144.27499389648438,388.79998779296875,841.3999938964844,1427.2049682617187
55,54,Patv_raw,train,42047,0.6997645491949485,138.9324771611279,29423,546.9166919784041,437.11257760368454,35.80399932861329,173.86000061035156,423.0,880.9249877929688,1441.1789428710936
56,55,Patv_raw,train,42047,0.6726520322496254,143.618815069466,28283,544.7504133902189,433.8547988328148,28.491999816894534,176.625,423.6499938964844,865.6400146484375,1415.6729614257804
57,56,Patv_raw,train,42047,0.72397555116893,139.82147247935387,30441,514.8912483709687,435.38517782861226,12.550000190734863,150.44000244140625,382.2300109863281,824.5999755859375,1414.300048828125
58,57,Patv_raw,train,42047,0.7608152781411278,139.86803636984357,31990,528.8517755721492,463.7681162325098,0.0,133.74000549316406,381.6699981689453,869.22998046875,1481.122998046875
59,58,Patv_raw,train,42047,0.6792398982091469,142.1209324188377,28560,528.4249734812744,431.34079881527714,22.450000762939453,161.62500381469727,406.38999938964844,839.6950073242188,1398.4544555664063
60,59,Patv_raw,train,42047,0.6898946417104669,144.61741308833538,29008,530.4257226683438,421.87291196046067,28.734499645233164,166.99250411987305,423.0500030517578,841.2525024414062,1361.4195434570313
61,60,Patv_raw,train,42047,0.677622660356268,145.94580535485397,28492,542.066928645723,430.4352492824137,40.87550010681152,176.99000549316406,420.0749969482422,848.5150146484375,1418.4380065917967
62,61,Patv_raw,train,42047,0.7329892739077699,134.87196408321842,30820,494.67746310933603,440.67975767384496,0.0,123.25,358.80999755859375,808.4224853515625,1401.1705139160151
63,62,Patv_raw,train,42047,0.7033082027255214,139.7310432191142,29572,537.4558995654812,441.782631697466,24.632000064849862,161.60000610351562,411.0199890136719,849.7750091552734,1442.4365051269526
64,63,Patv_raw,train,42047,0.6796442076723667,136.78120660642546,28577,531.3529825713139,417.8833591335795,39.09000015258791,175.75999450683594,418.1600036621094,834.9299926757812,1350.3199462890625
65,64,Patv_raw,train,42047,0.6948414869075082,139.92220139423537,29216,495.1814420885604,416.98470209547236,19.384999752044678,151.4875030517578,366.14500427246094,775.4250030517578,1351.4400329589844
66,65,Patv_raw,train,42047,0.7053535329512213,139.96212442524427,29658,512.6650348804679,427.1529418951648,34.33000183105469,160.61249923706055,377.75,797.8725128173828,1416.3379455566403
67,66,Patv_raw,train,42047,0.7242609460841439,135.62898444296923,30453,496.1943264988678,418.64456739293615,27.43000030517578,151.19000244140625,366.5799865722656,767.2000122070312,1386.6400146484364
68,67,Patv_raw,train,42047,0.7156515328085238,134.74821335860253,30091,510.36447342034967,420.400756843563,34.69499969482422,161.2899932861328,382.4200134277344,789.5450134277344,1404.405029296875
69,68,Patv_raw,train,42047,0.6960781982067686,138.46835497953137,29268,596.8263927653485,456.54639271383445,28.663499927520753,191.9199981689453,491.5050048828125,961.739990234375,1472.2799926757807
70,69,Patv_raw,train,42047,0.6982662258900754,138.25241784964828,29360,590.2065986040376,451.7798651128394,37.55850124359131,194.6925048828125,485.5899963378906,939.5624847412109,1479.5260192871092
71,70,Patv_raw,train,42047,0.7615049825195614,137.7774420848108,32019,527.26875829562,464.1210083980437,0.0,126.35499954223633,396.55999755859375,875.6099853515625,1467.600952148437
72,71,Patv_raw,train,42047,0.690203819535282,141.94569542333005,29021,568.6608394071086,444.0656015242581,36.58000183105469,183.22000122070312,458.4100036621094,901.8599853515625,1463.8900146484375
73,72,Patv_raw,train,42047,0.734772992127857,132.53846936299894,30895,531.9076669640964,448.8093175045007,0.0,144.71500396728516,406.3800048828125,872.8249816894531,1432.9190063476562
74,73,Patv_raw,train,42047,0.7066615929792851,138.74988329441808,29713,544.3823762743021,449.40083123077846,18.096000289916994,159.61000061035156,417.7799987792969,875.6500244140625,1466.7679687499997
75,74,Patv_raw,train,42047,0.6920588864841725,140.24931396432024,29099,549.090268439279,444.95957523765975,20.34800033569336,165.7699966430664,429.79998779296875,879.9249877929688,1439.6219970703125
76,75,Patv_raw,train,42047,0.7004780364829833,126.5851090268805,29453,469.96330459073613,416.33356096286525,7.185999965667726,130.14999389648438,339.5299987792969,730.4400024414062,1359.961987304687
77,76,Patv_raw,train,42047,0.6969581658620115,132.46235838293666,29305,531.1979638398568,431.51747383508496,33.0,165.22999572753906,408.8800048828125,828.8499755859375,1426.272021484375
78,77,Patv_raw,train,42047,0.675696244678574,135.21842320846298,28411,507.41408329630116,411.66269452936893,33.654998779296875,161.29000091552734,388.8699951171875,793.9400024414062,1329.5899658203125
79,78,Patv_raw,train,42047,0.6754108497633601,136.09288295799294,28399,509.5524899845664,422.24316466165334,27.6279993057251,157.6699981689453,381.5299987792969,799.9949951171875,1373.7169677734373
80,79,Patv_raw,train,42047,0.699098627726116,135.542241810977,29395,504.41201773091655,433.04765244273585,1.4770000219345096,142.57000732421875,373.2799987792969,802.9000244140625,1401.961962890625
81,80,Patv_raw,train,42047,0.6984564891668846,132.27730556699993,29368,506.00676959917513,432.7445401773304,0.0,143.38500213623047,375.55499267578125,809.989990234375,1368.1199951171875
82,81,Patv_raw,train,42047,0.6664922586629248,135.94901837203255,28024,517.6863631119854,422.4852021537706,31.321999454498297,162.9499969482422,391.65000915527344,820.7349853515625,1376.7714538574214
83,82,Patv_raw,train,42047,0.6822603277284943,139.62342749493763,28687,549.4201725114319,470.42705017940756,27.299999237060547,157.8300018310547,393.010009765625,863.6700134277344,1524.2300170898434
84,83,Patv_raw,train,42047,0.7640735367564868,131.8624637030492,32127,469.87787367439455,433.2079135833053,0.0,108.15999984741211,331.25,759.135009765625,1367.8629760742176
85,84,Patv_raw,train,42047,0.6781458843674936,131.48355053863594,28514,508.3922034201971,415.197563472634,33.592999649047854,161.2224998474121,378.625,804.4425201416016,1345.7239746093749
86,85,Patv_raw,train,42047,0.705757842414441,135.93205979991146,29675,482.60279056428345,410.6994382438076,20.260000228881836,143.69000244140625,354.010009765625,754.0650024414062,1323.6999999999998
87,86,Patv_raw,train,42047,0.7581278093561966,132.74029958418816,31877,422.7989092410083,389.8219586341833,0.0,98.94999694824219,310.510009765625,670.739990234375,1221.98798828125
88,87,Patv_raw,train,42047,0.6857564154398649,151.42416142801943,28834,516.8801384368704,413.9929310188788,34.596000289916994,166.63250350952148,402.9049987792969,805.64501953125,1343.4755554199216
89,88,Patv_raw,train,42047,0.695103098913121,132.92050778052572,29227,506.73273974262537,420.45840464075945,30.39199943542481,162.04999542236328,355.6700134277344,793.9199829101562,1388.3869628906243
90,89,Patv_raw,train,42047,0.701310438319024,136.27873013793263,29488,508.10042956298474,412.20184187088074,35.33350124359131,163.5,393.114990234375,788.4849853515625,1343.72852783203
91,90,Patv_raw,train,42047,0.6961733298451732,136.85932184954603,29272,504.190265864223,414.9240170580923,26.155499744415284,156.1374969482422,389.760009765625,784.3325042724609,1359.731005859374
92,91,Patv_raw,train,42047,0.674958974480938,126.90611845442504,28380,420.49228260917545,367.44048833068933,24.818999671936037,124.47750282287598,304.0449981689453,649.0299987792969,1172.3444702148438
93,92,Patv_raw,train,42047,0.6511760648797774,123.2224615894251,27380,473.07946090480584,373.6879622718855,26.648999595642092,159.0675048828125,367.0550079345703,755.3099975585938,1148.3379577636717
94,93,Patv_raw,train,42047,0.6832829928413442,117.59605807856197,28730,528.0948014835012,369.19079508016324,49.604499435424806,229.13500213623047,448.2799987792969,786.6049957275391,1208.794464111328
95,94,Patv_raw,train,42047,0.666373344114919,138.99648717924757,28019,544.0521298229175,426.38639160024115,31.3700008392334,175.3499984741211,427.32000732421875,882.4249877929688,1339.754992675781
96,95,Patv_raw,train,42047,0.6345755939781673,128.30535118997062,26682,451.3121760045229,384.9785444495159,27.613500595092788,147.30500411987305,333.93499755859375,668.70751953125,1266.2760375976554
97,96,Patv_raw,train,42047,0.6470854044283778,123.39716330331615,27208,409.7763047392099,368.8087800118257,15.123499965667726,124.25750160217285,296.73500061035156,599.0900115966797,1198.3179992675762
98,97,Patv_raw,train,42047,0.7160320593621423,131.40416549839466,30107,484.38101507229527,420.50155566118025,0.0,134.6750030517578,353.44000244140625,775.2750244140625,1339.5470458984375
99,98,Patv_raw,train,42047,0.7325849644445501,117.89126788955024,30803,416.3627369178178,390.0549220069441,0.0,101.80000305175781,280.8500061035156,687.8150024414062,1157.5070068359375
100,99,Patv_raw,train,42047,0.6689656812614455,120.4309144257092,28128,426.82036000322256,384.9111165452624,0.0,130.35000610351562,291.61000061035156,677.8674774169922,1175.2590087890624
101,100,Patv_raw,train,42047,0.6888957595072182,137.74156062364645,28966,512.6130799901541,418.30371113667655,35.38500118255615,162.72999954223633,388.74000549316406,803.7274932861328,1367.489990234375
102,101,Patv_raw,train,42047,0.6622826836635194,136.90796962815173,27847,492.77586494802495,410.31247868924874,20.738999748229986,149.52999877929688,376.82000732421875,771.0450134277344,1335.293957519531
103,102,Patv_raw,train,42047,0.7237615049825196,133.82498443565046,30432,474.6376017986501,416.5996013369166,2.6865000605583247,130.8949966430664,343.74000549316406,750.3925018310547,1333.7979919433592
104,103,Patv_raw,train,42047,0.6852094085190382,139.0692274833459,28811,512.1645428269244,418.5886254167829,33.85499954223633,161.48500061035156,389.2099914550781,801.6649780273438,1363.4450073242188
105,104,Patv_raw,train,42047,0.6897995100720622,142.83525454514242,29004,506.4288273179099,418.198087228758,31.465999221801763,155.90750122070312,383.7850036621094,788.8550109863281,1366.536535644531
106,105,Patv_raw,train,42047,0.6699645634646942,137.34939421088328,28170,516.3621033667007,421.0880011078672,36.41800022125244,170.46250534057617,384.47999572753906,805.5425262451172,1379.017004394531
107,106,Patv_raw,train,42047,0.7157704473565296,134.94165735936133,30096,474.9204934072428,412.3122127820338,6.757500171661377,137.0675048828125,349.05999755859375,740.8249816894531,1334.6799926757812
108,107,Patv_raw,train,42047,0.6615454134658835,142.03853798438163,27816,475.2467680493346,413.90696350144447,1.9375000298023224,132.4474983215332,347.47499084472656,753.0749969482422,1308.2799987792969
109,108,Patv_raw,train,42047,0.7022379717934693,151.02633434013617,29527,483.0143187642025,398.9280725663505,35.206000900268556,156.39500427246094,364.260009765625,732.5449829101562,1313.3149780273436
110,109,Patv_raw,train,42047,0.7025947154374866,137.93872569399142,29542,502.7227631251326,417.35054515401254,31.790000915527344,156.8025016784668,377.0800018310547,775.4924926757812,1379.5590576171874
111,110,Patv_raw,train,42047,0.7003829048445787,140.6178435388776,29449,488.6560582581863,405.9602654558176,29.22799949645996,152.8000030517578,368.4599914550781,751.8200073242188,1332.4720214843749
112,111,Patv_raw,train,42047,0.6779794040002854,137.47389331926115,28507,483.2525506390902,401.1533690312821,23.0,152.65999603271484,364.1199951171875,743.3800048828125,1294.4029785156245
113,112,Patv_raw,train,42047,0.6899422075296692,135.33895890809703,29010,511.0122718998745,408.48324118151316,26.524500560760497,160.67499923706055,402.80999755859375,812.3225250244141,1285.8464721679688
114,113,Patv_raw,train,42047,0.6725806835208219,138.46058511773808,28280,543.1338293091931,438.19256142010073,24.600000381469727,167.5849952697754,425.5050048828125,870.9525146484375,1421.6840515136719
115,114,Patv_raw,train,42047,0.6364306609270578,124.78851403704171,26760,431.240858645745,368.1333629166185,31.32849988937378,142.06500625610352,301.3249969482422,662.3975067138672,1144.631994628906
116,115,Patv_raw,train,42047,0.6560991271672176,129.39003673449227,27587,442.9088315762109,387.6516921192434,26.45600032806397,133.91500091552734,321.3500061035156,659.5150146484375,1276.4309692382808
117,116,Patv_raw,train,42047,0.6584060693985302,130.37917354435362,27684,491.9913582515982,390.2187028016452,27.82299976348877,163.18500137329102,383.75,792.9124755859375,1197.117510986328
118,117,Patv_raw,train,42047,0.6742930530121055,147.35299134094254,28352,529.4204536747116,428.4420281289831,30.286499786376957,165.86000061035156,405.7250061035156,841.7800140380859,1399.333471679687
119,118,Patv_raw,train,42047,0.7106095559730777,137.0763680038084,29879,506.72201132941956,430.6174136356089,13.949999809265137,147.18999481201172,366.2300109863281,814.2799987792969,1397.0330322265625
120,119,Patv_raw,train,42047,0.693913953433063,132.74059523125234,29177,476.04395707209767,403.26541953994814,22.157999801635743,146.38999938964844,356.30999755859375,726.8900146484375,1314.9220458984375
121,120,Patv_raw,train,42047,0.7014531357766309,136.77505684056575,29494,486.532493011051,419.73095644123157,1.8565000176429758,134.7899932861328,360.34498596191406,778.614990234375,1333.198529052734
122,121,Patv_raw,train,42047,0.6527219540038528,134.03313781720732,27445,491.66360159339274,389.92436393385105,33.80199966430664,167.35000610351562,377.2900085449219,782.0999755859375,1211.6080322265618
123,122,Patv_raw,train,42047,0.6598330439745999,146.7291131596936,27744,544.7877672952961,421.2031604895264,42.271500205993654,188.57500076293945,434.24501037597656,841.8149871826172,1394.3470092773434
124,123,Patv_raw,train,42047,0.6529597830998645,124.40803201765249,27455,465.7016201942454,389.4648960794936,29.014000320434572,151.67499542236328,334.7200012207031,739.5800170898438,1220.9730346679682
125,124,Patv_raw,train,42047,0.6694651223630699,138.22782016558793,28149,507.67433648974117,429.49081521789157,10.671999740600588,151.82000732421875,381.54998779296875,791.75,1405.8900146484375
126,125,Patv_raw,train,42047,0.6765524294242158,138.7952692980566,28447,506.26970052527145,411.2891303818982,30.273000526428223,164.91000366210938,389.0,782.5149841308594,1339.1689941406241
127,126,Patv_raw,train,42047,0.6949604014555141,140.41698540557903,29221,513.9367440039177,421.7142930836522,30.610000610351562,161.4499969482422,389.5,801.9099731445312,1386.010009765625
128,127,Patv_raw,train,42047,0.6985278378956882,134.0568371481398,29371,479.3396314383697,410.99062420998223,12.40999984741211,143.42499542236328,352.6400146484375,743.5850219726562,1337.7000122070312
129,128,Patv_raw,train,42047,0.7107522534306847,141.52882103376248,29885,496.66919617055623,417.1696605756176,9.579999923706055,149.08999633789062,372.7900085449219,784.5499877929688,1340.8980224609375
130,129,Patv_raw,train,42047,0.6941042167098723,140.0872815674415,29185,524.081330566505,418.06212407265747,30.963999176025393,174.74000549316406,407.69000244140625,815.760009765625,1363.1580322265625
131,130,Patv_raw,train,42047,0.7007634313981973,138.21050943821683,29465,510.557774772486,423.7013953779824,32.465999603271484,164.72999572753906,382.17999267578125,792.2100219726562,1409.984033203125
132,131,Patv_raw,train,42047,0.7331319713653769,140.39639500849805,30826,497.21314774003986,423.8562173542833,17.93250036239624,144.52999877929688,368.6650085449219,779.8399963378906,1390.1774597167969
133,132,Patv_raw,train,42047,0.6651604157252599,147.22004521022018,27968,523.5169521785853,416.822367584136,38.41999816894531,178.04750061035156,403.12001037597656,803.7424926757812,1383.843475341796
134,133,Patv_raw,train,42047,0.7246414726377625,144.93607749178247,30469,491.45804224364826,421.0506189462602,0.0,143.02999877929688,369.3299865722656,774.1300048828125,1355.3239990234374
1,0,Wspd,train,42047,1.0,0.7860522192096073,42047,5.4870722314465254,3.7226842956321833,0.949999988079071,2.309999942779541,4.710000038146973,8.15999984741211,12.186999797821017
2,1,Wspd,train,42047,1.0,0.7810926420120805,42047,5.604178392990173,3.754095175397684,0.9399999976158142,2.549999952316284,4.880000114440918,8.15999984741211,12.427000236511201
3,2,Wspd,train,42047,1.0,0.7586755082450518,42047,5.276905571530613,3.580720878689108,0.9599999785423279,2.319999933242798,4.579999923706055,7.590000152587891,11.986999702453584
4,3,Wspd,train,42047,1.0,0.7622464268853403,42047,5.153092813629556,3.5414107921272873,0.9399999976158142,2.2899999618530273,4.360000133514404,7.420000076293945,11.829999923706055
5,4,Wspd,train,42047,1.0,0.7787028591356379,42047,5.362183788643384,3.692971536136008,0.9230000138282795,2.3049999475479126,4.590000152587891,7.914999961853027,12.149999618530273
6,5,Wspd,train,42047,1.0,0.7484729829361721,42047,5.412992981734667,3.6396333714617364,0.9599999785423279,2.3499999046325684,4.929999828338623,7.860000133514404,12.109999656677246
7,6,Wspd,train,42047,1.0,0.8736193425823217,42047,6.170805110934277,4.10963220998985,0.9599999785423279,2.7300000190734863,5.380000114440918,9.079999923706055,13.550000190734863
8,7,Wspd,train,42047,1.0,0.8091244809221689,42047,5.688542607714269,3.8091619088487048,0.9300000071525574,2.4800000190734863,5.210000038146973,8.305000305175781,12.59000015258789
9,8,Wspd,train,42047,1.0,0.7590637994053235,42047,5.300360164569796,3.578333824830306,0.9900000095367432,2.3399999141693115,4.760000228881836,7.570000171661377,11.979999542236328
10,9,Wspd,train,42047,1.0,0.7903732924741412,42047,5.5509038685347685,3.7404636482747398,0.9800000190734863,2.4000000953674316,4.760000228881836,8.079999923706055,12.390000343322754
11,10,Wspd,train,42047,1.0,0.7551050562691751,42047,5.284702952041909,3.515294144313068,0.9800000190734863,2.359999895095825,4.760000228881836,7.510000228881836,11.770000457763672
12,11,Wspd,train,42047,1.0,0.7440767740090392,42047,5.106780332323664,3.5363106100717685,0.9800000190734863,2.109999895095825,4.539999961853027,7.289999961853027,11.720000267028809
13,12,Wspd,train,42047,1.0,0.7764796192108175,42047,5.303078989116348,3.5797689361047076,0.9900000095367432,2.3299999237060547,4.679999828338623,7.579999923706055,11.960000038146973
14,13,Wspd,train,42047,1.0,0.7912226520742788,42047,5.459422882087533,3.668144031367285,0.9399999976158142,2.4000000953674316,4.8293890953063965,7.860000133514404,12.149999618530273
15,14,Wspd,train,42047,1.0,0.7699912977449336,42047,5.311846634678777,3.512628107854242,0.9900000095367432,2.4000000953674316,4.789999961853027,7.400000095367432,11.850000381469727
16,15,Wspd,train,42047,1.0,0.7473307932725373,42047,5.088651356138035,3.3629855825233577,0.9599999785423279,2.3499999046325684,4.670000076293945,7.050000190734863,11.25
17,16,Wspd,train,42047,1.0,0.7723246138474172,42047,5.2435374799097385,3.4603132103057104,1.0,2.4200000762939453,4.53000020980835,7.349999904632568,11.597000312805147
18,17,Wspd,train,42047,1.0,0.7393956437130992,42047,4.895641170015947,3.330739549309421,0.9429999947547931,2.180000066757202,4.320000171661377,6.860000133514404,11.069999694824219
19,18,Wspd,train,42047,1.0,0.7948045603992595,42047,5.284709562584827,3.5525891620328016,1.002999997138979,2.4000000953674316,4.789999961853027,7.320000171661377,11.927000236511201
