TurbID,node_index,signal,representation,component,causal_window,future_horizon,association_method,association,absolute_association,valid_pair_count,feature_information_end_offset,target_start_offset,target_end_offset,fit_split
53,52,Patv_raw,raw,raw,,3,pearson,0.9350841964702693,0.9350841964702693,29880,0,1,3,train
54,53,Patv_raw,raw,raw,,3,pearson,0.9343363455642167,0.9343363455642167,29724,0,1,3,train
55,54,Patv_raw,raw,raw,,3,pearson,0.9322400318125255,0.9322400318125255,28928,0,1,3,train
56,55,Patv_raw,raw,raw,,3,pearson,0.924710406471739,0.924710406471739,27805,0,1,3,train
57,56,Patv_raw,raw,raw,,3,pearson,0.930095939909288,0.930095939909288,29977,0,1,3,train
58,57,Patv_raw,raw,raw,,3,pearson,0.9392605029879292,0.9392605029879292,31588,0,1,3,train
59,58,Patv_raw,raw,raw,,3,pearson,0.927111460826238,0.927111460826238,28052,0,1,3,train
60,59,Patv_raw,raw,raw,,3,pearson,0.921011762765868,0.921011762765868,28476,0,1,3,train
61,60,Patv_raw,raw,raw,,3,pearson,0.9220462607962735,0.9220462607962735,27983,0,1,3,train
62,61,Patv_raw,raw,raw,,3,pearson,0.9359864730211795,0.9359864730211795,30397,0,1,3,train
63,62,Patv_raw,raw,raw,,3,pearson,0.934166000413457,0.934166000413457,29069,0,1,3,train
64,63,Patv_raw,raw,raw,,3,pearson,0.9280214034735335,0.9280214034735335,28114,0,1,3,train
65,64,Patv_raw,raw,raw,,3,pearson,0.9248041155822327,0.9248041155822327,28706,0,1,3,train
66,65,Patv_raw,raw,raw,,3,pearson,0.9275747410995214,0.9275747410995214,29129,0,1,3,train
67,66,Patv_raw,raw,raw,,3,pearson,0.9284358464018484,0.9284358464018484,29948,0,1,3,train
68,67,Patv_raw,raw,raw,,3,pearson,0.9290633920636073,0.9290633920636073,29619,0,1,3,train
69,68,Patv_raw,raw,raw,,3,pearson,0.9352243061043564,0.9352243061043564,28764,0,1,3,train
70,69,Patv_raw,raw,raw,,3,pearson,0.9357955054776699,0.9357955054776699,28853,0,1,3,train
71,70,Patv_raw,raw,raw,,3,pearson,0.941678598147795,0.941678598147795,31607,0,1,3,train
72,71,Patv_raw,raw,raw,,3,pearson,0.931469253976719,0.931469253976719,28484,0,1,3,train
73,72,Patv_raw,raw,raw,,3,pearson,0.9402868399703778,0.9402868399703778,30427,0,1,3,train
74,73,Patv_raw,raw,raw,,3,pearson,0.9356973919087676,0.9356973919087676,29235,0,1,3,train
75,74,Patv_raw,raw,raw,,3,pearson,0.9332536934998095,0.9332536934998095,28587,0,1,3,train
76,75,Patv_raw,raw,raw,,3,pearson,0.9375953126246158,0.9375953126246158,28923,0,1,3,train
77,76,Patv_raw,raw,raw,,3,pearson,0.9356760252568759,0.9356760252568759,28794,0,1,3,train
78,77,Patv_raw,raw,raw,,3,pearson,0.927847919698428,0.927847919698428,27883,0,1,3,train
79,78,Patv_raw,raw,raw,,3,pearson,0.9294615305584311,0.9294615305584311,27859,0,1,3,train
80,79,Patv_raw,raw,raw,,3,pearson,0.9332782235873065,0.9332782235873065,28897,0,1,3,train
81,80,Patv_raw,raw,raw,,3,pearson,0.9371482035380339,0.9371482035380339,28875,0,1,3,train
82,81,Patv_raw,raw,raw,,3,pearson,0.9310357245311974,0.9310357245311974,27474,0,1,3,train
83,82,Patv_raw,raw,raw,,3,pearson,0.9430539572996882,0.9430539572996882,28177,0,1,3,train
84,83,Patv_raw,raw,raw,,3,pearson,0.9381076174997101,0.9381076174997101,31712,0,1,3,train
85,84,Patv_raw,raw,raw,,3,pearson,0.9327678833808487,0.9327678833808487,28000,0,1,3,train
86,85,Patv_raw,raw,raw,,3,pearson,0.9274162507849448,0.9274162507849448,29180,0,1,3,train
87,86,Patv_raw,raw,raw,,3,pearson,0.9314010769290298,0.9314010769290298,31477,0,1,3,train
88,87,Patv_raw,raw,raw,,3,pearson,0.9157773687331757,0.9157773687331757,28328,0,1,3,train
89,88,Patv_raw,raw,raw,,3,pearson,0.9344039047080019,0.9344039047080019,28733,0,1,3,train
90,89,Patv_raw,raw,raw,,3,pearson,0.9271139262411302,0.9271139262411302,29007,0,1,3,train
91,90,Patv_raw,raw,raw,,3,pearson,0.9275478991451719,0.9275478991451719,28737,0,1,3,train
92,91,Patv_raw,raw,raw,,3,pearson,0.9231488647110151,0.9231488647110151,27816,0,1,3,train
93,92,Patv_raw,raw,raw,,3,pearson,0.9272445160066843,0.9272445160066843,26805,0,1,3,train
94,93,Patv_raw,raw,raw,,3,pearson,0.9305267759730079,0.9305267759730079,28206,0,1,3,train
95,94,Patv_raw,raw,raw,,3,pearson,0.9300383773924832,0.9300383773924832,27423,0,1,3,train
96,95,Patv_raw,raw,raw,,3,pearson,0.9254277759602364,0.9254277759602364,26143,0,1,3,train
97,96,Patv_raw,raw,raw,,3,pearson,0.924445921945417,0.924445921945417,26617,0,1,3,train
98,97,Patv_raw,raw,raw,,3,pearson,0.9338394217470626,0.9338394217470626,29617,0,1,3,train
99,98,Patv_raw,raw,raw,,3,pearson,0.9390709274296597,0.9390709274296597,30296,0,1,3,train
100,99,Patv_raw,raw,raw,,3,pearson,0.9356675977145804,0.9356675977145804,27570,0,1,3,train
101,100,Patv_raw,raw,raw,,3,pearson,0.9273289388206908,0.9273289388206908,28433,0,1,3,train
102,101,Patv_raw,raw,raw,,3,pearson,0.9274105661476727,0.9274105661476727,27265,0,1,3,train
103,102,Patv_raw,raw,raw,,3,pearson,0.9312772859054136,0.9312772859054136,29959,0,1,3,train
104,103,Patv_raw,raw,raw,,3,pearson,0.9252529288293029,0.9252529288293029,28299,0,1,3,train
105,104,Patv_raw,raw,raw,,3,pearson,0.9232635751196611,0.9232635751196611,28421,0,1,3,train
106,105,Patv_raw,raw,raw,,3,pearson,0.9300316651291932,0.9300316651291932,27684,0,1,3,train
107,106,Patv_raw,raw,raw,,3,pearson,0.9289716515767841,0.9289716515767841,29611,0,1,3,train
108,107,Patv_raw,raw,raw,,3,pearson,0.9257504434080778,0.9257504434080778,27278,0,1,3,train
109,108,Patv_raw,raw,raw,,3,pearson,0.916694289447915,0.916694289447915,29021,0,1,3,train
110,109,Patv_raw,raw,raw,,3,pearson,0.9274226505738477,0.9274226505738477,29017,0,1,3,train
111,110,Patv_raw,raw,raw,,3,pearson,0.9209154140035468,0.9209154140035468,28947,0,1,3,train
112,111,Patv_raw,raw,raw,,3,pearson,0.9215051612178866,0.9215051612178866,27935,0,1,3,train
113,112,Patv_raw,raw,raw,,3,pearson,0.926174358701204,0.926174358701204,28479,0,1,3,train
114,113,Patv_raw,raw,raw,,3,pearson,0.934190777565813,0.934190777565813,27747,0,1,3,train
115,114,Patv_raw,raw,raw,,3,pearson,0.9243869933368338,0.9243869933368338,26121,0,1,3,train
116,115,Patv_raw,raw,raw,,3,pearson,0.9251661881522595,0.9251661881522595,27015,0,1,3,train
117,116,Patv_raw,raw,raw,,3,pearson,0.9255794440915395,0.9255794440915395,27032,0,1,3,train
118,117,Patv_raw,raw,raw,,3,pearson,0.9234888722839956,0.9234888722839956,27804,0,1,3,train
119,118,Patv_raw,raw,raw,,3,pearson,0.9344877528722147,0.9344877528722147,29403,0,1,3,train
120,119,Patv_raw,raw,raw,,3,pearson,0.9284725526936702,0.9284725526936702,28651,0,1,3,train
121,120,Patv_raw,raw,raw,,3,pearson,0.9302981042365852,0.9302981042365852,28981,0,1,3,train
122,121,Patv_raw,raw,raw,,3,pearson,0.9228834764014834,0.9228834764014834,26832,0,1,3,train
123,122,Patv_raw,raw,raw,,3,pearson,0.9202722643956628,0.9202722643956628,27244,0,1,3,train
124,123,Patv_raw,raw,raw,,3,pearson,0.9322113091814521,0.9322113091814521,26839,0,1,3,train
125,124,Patv_raw,raw,raw,,3,pearson,0.9292348231495331,0.9292348231495331,27629,0,1,3,train
126,125,Patv_raw,raw,raw,,3,pearson,0.9237312259792589,0.9237312259792589,27872,0,1,3,train
127,126,Patv_raw,raw,raw,,3,pearson,0.9258414405189732,0.9258414405189732,28717,0,1,3,train
128,127,Patv_raw,raw,raw,,3,pearson,0.9296418851666997,0.9296418851666997,28892,0,1,3,train
129,128,Patv_raw,raw,raw,,3,pearson,0.9251246040344391,0.9251246040344391,29415,0,1,3,train
130,129,Patv_raw,raw,raw,,3,pearson,0.9254230539032244,0.9254230539032244,28664,0,1,3,train
131,130,Patv_raw,raw,raw,,3,pearson,0.9299381825971479,0.9299381825971479,28984,0,1,3,train
132,131,Patv_raw,raw,raw,,3,pearson,0.9284874283033046,0.9284874283033046,30320,0,1,3,train
133,132,Patv_raw,raw,raw,,3,pearson,0.919339882945587,0.919339882945587,27468,0,1,3,train
134,133,Patv_raw,raw,raw,,3,pearson,0.9269169980688123,0.9269169980688123,29978,0,1,3,train
1,0,Patv_raw,raw,raw,,6,pearson,0.9104995810510419,0.9104995810510419,28744,0,1,6,train
2,1,Patv_raw,raw,raw,,6,pearson,0.9041046624804415,0.9041046624804415,28548,0,1,6,train
3,2,Patv_raw,raw,raw,,6,pearson,0.9093539732519421,0.9093539732519421,28962,0,1,6,train
4,3,Patv_raw,raw,raw,,6,pearson,0.9038763789709142,0.9038763789709142,29006,0,1,6,train
5,4,Patv_raw,raw,raw,,6,pearson,0.9183625381766192,0.9183625381766192,30188,0,1,6,train
6,5,Patv_raw,raw,raw,,6,pearson,0.917211447321593,0.917211447321593,29350,0,1,6,train
7,6,Patv_raw,raw,raw,,6,pearson,0.9158492430284042,0.9158492430284042,29515,0,1,6,train
8,7,Patv_raw,raw,raw,,6,pearson,0.914875258904648,0.914875258904648,29716,0,1,6,train
9,8,Patv_raw,raw,raw,,6,pearson,0.9109462943443987,0.9109462943443987,29095,0,1,6,train
10,9,Patv_raw,raw,raw,,6,pearson,0.9168495852765299,0.9168495852765299,29471,0,1,6,train
11,10,Patv_raw,raw,raw,,6,pearson,0.9108095170426741,0.9108095170426741,29314,0,1,6,train
12,11,Patv_raw,raw,raw,,6,pearson,0.9148059331994102,0.9148059331994102,29301,0,1,6,train
13,12,Patv_raw,raw,raw,,6,pearson,0.9071975369417156,0.9071975369417156,29429,0,1,6,train
14,13,Patv_raw,raw,raw,,6,pearson,0.9131515633275569,0.9131515633275569,30198,0,1,6,train
15,14,Patv_raw,raw,raw,,6,pearson,0.9101993318065693,0.9101993318065693,29177,0,1,6,train
16,15,Patv_raw,raw,raw,,6,pearson,0.9135760618016865,0.9135760618016865,29108,0,1,6,train
17,16,Patv_raw,raw,raw,,6,pearson,0.9064976515674146,0.9064976515674146,29397,0,1,6,train
18,17,Patv_raw,raw,raw,,6,pearson,0.9188654111899762,0.9188654111899762,30204,0,1,6,train
19,18,Patv_raw,raw,raw,,6,pearson,0.8981198722022217,0.8981198722022217,29217,0,1,6,train
20,19,Patv_raw,raw,raw,,6,pearson,0.9046787342393607,0.9046787342393607,28655,0,1,6,train
21,20,Patv_raw,raw,raw,,6,pearson,0.9025513205938027,0.9025513205938027,29453,0,1,6,train
22,21,Patv_raw,raw,raw,,6,pearson,0.9032726479107819,0.9032726479107819,28094,0,1,6,train
23,22,Patv_raw,raw,raw,,6,pearson,0.9015389442680986,0.9015389442680986,28800,0,1,6,train
24,23,Patv_raw,raw,raw,,6,pearson,0.8974617740111437,0.8974617740111437,29096,0,1,6,train
25,24,Patv_raw,raw,raw,,6,pearson,0.9014498362334797,0.9014498362334797,28917,0,1,6,train
26,25,Patv_raw,raw,raw,,6,pearson,0.9139971314321388,0.9139971314321388,30615,0,1,6,train
27,26,Patv_raw,raw,raw,,6,pearson,0.8983485150432925,0.8983485150432925,29608,0,1,6,train
28,27,Patv_raw,raw,raw,,6,pearson,0.9048007410977048,0.9048007410977048,30736,0,1,6,train
29,28,Patv_raw,raw,raw,,6,pearson,0.9008214113587502,0.9008214113587502,29149,0,1,6,train
30,29,Patv_raw,raw,raw,,6,pearson,0.9036959686801772,0.9036959686801772,29685,0,1,6,train
31,30,Patv_raw,raw,raw,,6,pearson,0.9028851227781267,0.9028851227781267,29788,0,1,6,train
32,31,Patv_raw,raw,raw,,6,pearson,0.8991798697387349,0.8991798697387349,28752,0,1,6,train
33,32,Patv_raw,raw,raw,,6,pearson,0.9037412491195518,0.9037412491195518,29266,0,1,6,train
34,33,Patv_raw,raw,raw,,6,pearson,0.8987950926687935,0.8987950926687935,28672,0,1,6,train
35,34,Patv_raw,raw,raw,,6,pearson,0.8963255923373118,0.8963255923373118,28428,0,1,6,train
36,35,Patv_raw,raw,raw,,6,pearson,0.9007784463549088,0.9007784463549088,29132,0,1,6,train
37,36,Patv_raw,raw,raw,,6,pearson,0.91253766472944,0.91253766472944,29218,0,1,6,train
38,37,Patv_raw,raw,raw,,6,pearson,0.9091929111508863,0.9091929111508863,29618,0,1,6,train
39,38,Patv_raw,raw,raw,,6,pearson,0.9035351872770213,0.9035351872770213,29135,0,1,6,train
40,39,Patv_raw,raw,raw,,6,pearson,0.9008940167394209,0.9008940167394209,29545,0,1,6,train
41,40,Patv_raw,raw,raw,,6,pearson,0.9010331990881857,0.9010331990881857,28109,0,1,6,train
42,41,Patv_raw,raw,raw,,6,pearson,0.899086273697928,0.899086273697928,28913,0,1,6,train
43,42,Patv_raw,raw,raw,,6,pearson,0.908600146238219,0.908600146238219,29377,0,1,6,train
44,43,Patv_raw,raw,raw,,6,pearson,0.8992768876911555,0.8992768876911555,28066,0,1,6,train
45,44,Patv_raw,raw,raw,,6,pearson,0.8969880580210151,0.8969880580210151,28806,0,1,6,train
46,45,Patv_raw,raw,raw,,6,pearson,0.8999675104459253,0.8999675104459253,28148,0,1,6,train
47,46,Patv_raw,raw,raw,,6,pearson,0.8996602028534453,0.8996602028534453,28392,0,1,6,train
48,47,Patv_raw,raw,raw,,6,pearson,0.9022819640105217,0.9022819640105217,29163,0,1,6,train
49,48,Patv_raw,raw,raw,,6,pearson,0.9101113319600155,0.9101113319600155,30783,0,1,6,train
50,49,Patv_raw,raw,raw,,6,pearson,0.9043112699487976,0.9043112699487976,28906,0,1,6,train
51,50,Patv_raw,raw,raw,,6,pearson,0.9159070206645024,0.9159070206645024,29732,0,1,6,train
52,51,Patv_raw,raw,raw,,6,pearson,0.8978977977713102,0.8978977977713102,27311,0,1,6,train
53,52,Patv_raw,raw,raw,,6,pearson,0.9111532096124348,0.9111532096124348,29994,0,1,6,train
54,53,Patv_raw,raw,raw,,6,pearson,0.9099496466534638,0.9099496466534638,29851,0,1,6,train
55,54,Patv_raw,raw,raw,,6,pearson,0.906895208924075,0.906895208924075,29047,0,1,6,train
56,55,Patv_raw,raw,raw,,6,pearson,0.8973537320521857,0.8973537320521857,27890,0,1,6,train
57,56,Patv_raw,raw,raw,,6,pearson,0.9043609281998575,0.9043609281998575,30095,0,1,6,train
58,57,Patv_raw,raw,raw,,6,pearson,0.9153166563277566,0.9153166563277566,31696,0,1,6,train
59,58,Patv_raw,raw,raw,,6,pearson,0.900618992283716,0.900618992283716,28156,0,1,6,train
60,59,Patv_raw,raw,raw,,6,pearson,0.8924419234947784,0.8924419234947784,28601,0,1,6,train
61,60,Patv_raw,raw,raw,,6,pearson,0.8930943303324888,0.8930943303324888,28098,0,1,6,train
62,61,Patv_raw,raw,raw,,6,pearson,0.9098805422703921,0.9098805422703921,30508,0,1,6,train
63,62,Patv_raw,raw,raw,,6,pearson,0.9087383388211219,0.9087383388211219,29184,0,1,6,train
64,63,Patv_raw,raw,raw,,6,pearson,0.8997368207102595,0.8997368207102595,28204,0,1,6,train
65,64,Patv_raw,raw,raw,,6,pearson,0.8968901496795233,0.8968901496795233,28817,0,1,6,train
66,65,Patv_raw,raw,raw,,6,pearson,0.9008549720744483,0.9008549720744483,29263,0,1,6,train
67,66,Patv_raw,raw,raw,,6,pearson,0.8999881875003949,0.8999881875003949,30075,0,1,6,train
68,67,Patv_raw,raw,raw,,6,pearson,0.9021077123372899,0.9021077123372899,29727,0,1,6,train
69,68,Patv_raw,raw,raw,,6,pearson,0.9072975672997688,0.9072975672997688,28869,0,1,6,train
70,69,Patv_raw,raw,raw,,6,pearson,0.9096575455063469,0.9096575455063469,28944,0,1,6,train
71,70,Patv_raw,raw,raw,,6,pearson,0.9186027889377649,0.9186027889377649,31735,0,1,6,train
72,71,Patv_raw,raw,raw,,6,pearson,0.9048439503505353,0.9048439503505353,28595,0,1,6,train
73,72,Patv_raw,raw,raw,,6,pearson,0.9159232342206373,0.9159232342206373,30537,0,1,6,train
74,73,Patv_raw,raw,raw,,6,pearson,0.911018805147772,0.911018805147772,29334,0,1,6,train
75,74,Patv_raw,raw,raw,,6,pearson,0.9080138507478693,0.9080138507478693,28711,0,1,6,train
76,75,Patv_raw,raw,raw,,6,pearson,0.9135966477113237,0.9135966477113237,29069,0,1,6,train
77,76,Patv_raw,raw,raw,,6,pearson,0.9105143208461842,0.9105143208461842,28920,0,1,6,train
78,77,Patv_raw,raw,raw,,6,pearson,0.9020428774077889,0.9020428774077889,28018,0,1,6,train
79,78,Patv_raw,raw,raw,,6,pearson,0.9033668953797123,0.9033668953797123,27984,0,1,6,train
80,79,Patv_raw,raw,raw,,6,pearson,0.9082977847931021,0.9082977847931021,29005,0,1,6,train
81,80,Patv_raw,raw,raw,,6,pearson,0.9139764419940609,0.9139764419940609,28989,0,1,6,train
82,81,Patv_raw,raw,raw,,6,pearson,0.9058350135465278,0.9058350135465278,27596,0,1,6,train
83,82,Patv_raw,raw,raw,,6,pearson,0.921994031436844,0.921994031436844,28286,0,1,6,train
84,83,Patv_raw,raw,raw,,6,pearson,0.9144563509788302,0.9144563509788302,31832,0,1,6,train
85,84,Patv_raw,raw,raw,,6,pearson,0.907871504848969,0.907871504848969,28103,0,1,6,train
86,85,Patv_raw,raw,raw,,6,pearson,0.9013935150947772,0.9013935150947772,29299,0,1,6,train
87,86,Patv_raw,raw,raw,,6,pearson,0.9062525778445041,0.9062525778445041,31593,0,1,6,train
88,87,Patv_raw,raw,raw,,6,pearson,0.8884313487011503,0.8884313487011503,28444,0,1,6,train
89,88,Patv_raw,raw,raw,,6,pearson,0.9089359414843807,0.9089359414843807,28835,0,1,6,train
90,89,Patv_raw,raw,raw,,6,pearson,0.8988695805426054,0.8988695805426054,29111,0,1,6,train
91,90,Patv_raw,raw,raw,,6,pearson,0.900006289940932,0.900006289940932,28855,0,1,6,train
92,91,Patv_raw,raw,raw,,6,pearson,0.8957937934557175,0.8957937934557175,27939,0,1,6,train
93,92,Patv_raw,raw,raw,,6,pearson,0.8997593516049588,0.8997593516049588,26936,0,1,6,train
94,93,Patv_raw,raw,raw,,6,pearson,0.9036257196728781,0.9036257196728781,28329,0,1,6,train
95,94,Patv_raw,raw,raw,,6,pearson,0.9038070660778417,0.9038070660778417,27581,0,1,6,train
96,95,Patv_raw,raw,raw,,6,pearson,0.8980966818316446,0.8980966818316446,26262,0,1,6,train
97,96,Patv_raw,raw,raw,,6,pearson,0.8990808525356694,0.8990808525356694,26775,0,1,6,train
98,97,Patv_raw,raw,raw,,6,pearson,0.9091108184769722,0.9091108184769722,29736,0,1,6,train
99,98,Patv_raw,raw,raw,,6,pearson,0.9173238865304983,0.9173238865304983,30446,0,1,6,train
100,99,Patv_raw,raw,raw,,6,pearson,0.9129282162679897,0.9129282162679897,27709,0,1,6,train
101,100,Patv_raw,raw,raw,,6,pearson,0.9009080044872155,0.9009080044872155,28549,0,1,6,train
102,101,Patv_raw,raw,raw,,6,pearson,0.901767371702739,0.901767371702739,27397,0,1,6,train
103,102,Patv_raw,raw,raw,,6,pearson,0.9069917054644921,0.9069917054644921,30060,0,1,6,train
104,103,Patv_raw,raw,raw,,6,pearson,0.897782313132844,0.897782313132844,28411,0,1,6,train
105,104,Patv_raw,raw,raw,,6,pearson,0.8952315333030806,0.8952315333030806,28576,0,1,6,train
106,105,Patv_raw,raw,raw,,6,pearson,0.9043041656929506,0.9043041656929506,27789,0,1,6,train
107,106,Patv_raw,raw,raw,,6,pearson,0.9023112858526307,0.9023112858526307,29731,0,1,6,train
108,107,Patv_raw,raw,raw,,6,pearson,0.8998330367702105,0.8998330367702105,27410,0,1,6,train
109,108,Patv_raw,raw,raw,,6,pearson,0.8882406703927045,0.8882406703927045,29131,0,1,6,train
110,109,Patv_raw,raw,raw,,6,pearson,0.8997305323352928,0.8997305323352928,29136,0,1,6,train
111,110,Patv_raw,raw,raw,,6,pearson,0.8934043532450553,0.8934043532450553,29058,0,1,6,train
112,111,Patv_raw,raw,raw,,6,pearson,0.8938168010135035,0.8938168010135035,28072,0,1,6,train
113,112,Patv_raw,raw,raw,,6,pearson,0.8988134611076296,0.8988134611076296,28604,0,1,6,train
114,113,Patv_raw,raw,raw,,6,pearson,0.9087221100730508,0.9087221100730508,27871,0,1,6,train
115,114,Patv_raw,raw,raw,,6,pearson,0.8978973330677247,0.8978973330677247,26277,0,1,6,train
116,115,Patv_raw,raw,raw,,6,pearson,0.8986314751863117,0.8986314751863117,27149,0,1,6,train
117,116,Patv_raw,raw,raw,,6,pearson,0.898934472324779,0.898934472324779,27216,0,1,6,train
118,117,Patv_raw,raw,raw,,6,pearson,0.8971460600554733,0.8971460600554733,27936,0,1,6,train
119,118,Patv_raw,raw,raw,,6,pearson,0.9099764359036031,0.9099764359036031,29519,0,1,6,train
120,119,Patv_raw,raw,raw,,6,pearson,0.9017287468591996,0.9017287468591996,28765,0,1,6,train
121,120,Patv_raw,raw,raw,,6,pearson,0.9041027371124335,0.9041027371124335,29107,0,1,6,train
122,121,Patv_raw,raw,raw,,6,pearson,0.8966520041990291,0.8966520041990291,26980,0,1,6,train
123,122,Patv_raw,raw,raw,,6,pearson,0.8913621966532929,0.8913621966532929,27348,0,1,6,train
124,123,Patv_raw,raw,raw,,6,pearson,0.9077114513520891,0.9077114513520891,26980,0,1,6,train
125,124,Patv_raw,raw,raw,,6,pearson,0.9022440755592389,0.9022440755592389,27750,0,1,6,train
126,125,Patv_raw,raw,raw,,6,pearson,0.8955856079084932,0.8955856079084932,28020,0,1,6,train
127,126,Patv_raw,raw,raw,,6,pearson,0.8983507655210361,0.8983507655210361,28834,0,1,6,train
128,127,Patv_raw,raw,raw,,6,pearson,0.9027102474673995,0.9027102474673995,28993,0,1,6,train
