TurbID,node_index,signal,representation,component,causal_window,fit_split,valid_count,high_frequency_energy_ratio,high_frequency_cutoff_cycles_per_step,acf_decay_length_steps,first_difference_std
95,94,Patv_raw,raw,raw,,train,28019,0.138215802523617,0.05555555555555555,24.0,138.99648717924757
96,95,Patv_raw,raw,raw,,train,26682,0.1348076188413997,0.05555555555555555,24.0,128.30535118997062
97,96,Patv_raw,raw,raw,,train,27208,0.13596934290465512,0.05555555555555555,24.0,123.39716330331615
98,97,Patv_raw,raw,raw,,train,30107,0.11864983245540828,0.05555555555555555,28.0,131.40416549839466
99,98,Patv_raw,raw,raw,,train,30803,0.11468702239233611,0.05555555555555555,31.0,117.89126788955024
100,99,Patv_raw,raw,raw,,train,28128,0.12063530520623039,0.05555555555555555,29.0,120.4309144257092
101,100,Patv_raw,raw,raw,,train,28966,0.1309382367802952,0.05555555555555555,24.0,137.74156062364645
102,101,Patv_raw,raw,raw,,train,27847,0.13431927132244967,0.05555555555555555,25.0,136.90796962815173
103,102,Patv_raw,raw,raw,,train,30432,0.12066491367367273,0.05555555555555555,26.0,133.82498443565046
104,103,Patv_raw,raw,raw,,train,28811,0.13216689627378375,0.05555555555555555,24.0,139.0692274833459
105,104,Patv_raw,raw,raw,,train,29004,0.13916520127942927,0.05555555555555555,23.0,142.83525454514242
106,105,Patv_raw,raw,raw,,train,28170,0.12385320946206146,0.05555555555555555,26.0,137.34939421088328
107,106,Patv_raw,raw,raw,,train,30096,0.12339632806145212,0.05555555555555555,25.0,134.94165735936133
108,107,Patv_raw,raw,raw,,train,27816,0.13430503461171378,0.05555555555555555,25.0,142.03853798438163
109,108,Patv_raw,raw,raw,,train,29527,0.1407110127325571,0.05555555555555555,22.0,151.02633434013617
110,109,Patv_raw,raw,raw,,train,29542,0.12862428481278138,0.05555555555555555,23.0,137.93872569399142
111,110,Patv_raw,raw,raw,,train,29449,0.1346092788120444,0.05555555555555555,23.0,140.6178435388776
112,111,Patv_raw,raw,raw,,train,28507,0.13848967983822008,0.05555555555555555,23.0,137.47389331926115
113,112,Patv_raw,raw,raw,,train,29010,0.13374185556225157,0.05555555555555555,23.0,135.33895890809703
114,113,Patv_raw,raw,raw,,train,28280,0.12695614792078494,0.05555555555555555,25.0,138.46058511773808
115,114,Patv_raw,raw,raw,,train,26760,0.14312721928671793,0.05555555555555555,24.0,124.78851403704171
116,115,Patv_raw,raw,raw,,train,27587,0.13454276747714017,0.05555555555555555,23.0,129.39003673449227
117,116,Patv_raw,raw,raw,,train,27684,0.14839527039816,0.05555555555555555,23.0,130.37917354435362
118,117,Patv_raw,raw,raw,,train,28352,0.13697411914963814,0.05555555555555555,23.0,147.35299134094254
119,118,Patv_raw,raw,raw,,train,29879,0.11806510009535914,0.05555555555555555,27.0,137.0763680038084
120,119,Patv_raw,raw,raw,,train,29177,0.12828117647695705,0.05555555555555555,24.0,132.74059523125234
121,120,Patv_raw,raw,raw,,train,29494,0.12477730022438027,0.05555555555555555,25.0,136.77505684056575
122,121,Patv_raw,raw,raw,,train,27445,0.14702110297453377,0.05555555555555555,23.0,134.03313781720732
123,122,Patv_raw,raw,raw,,train,27744,0.13960891914283496,0.05555555555555555,21.0,146.7291131596936
124,123,Patv_raw,raw,raw,,train,27455,0.13226472620518268,0.05555555555555555,26.0,124.40803201765249
125,124,Patv_raw,raw,raw,,train,28149,0.1281401036470462,0.05555555555555555,25.0,138.22782016558793
126,125,Patv_raw,raw,raw,,train,28447,0.13918357721771174,0.05555555555555555,23.0,138.7952692980566
127,126,Patv_raw,raw,raw,,train,29221,0.12939868479688535,0.05555555555555555,23.0,140.41698540557903
128,127,Patv_raw,raw,raw,,train,29371,0.12282812117382623,0.05555555555555555,24.0,134.0568371481398
129,128,Patv_raw,raw,raw,,train,29885,0.12911183489344608,0.05555555555555555,24.0,141.52882103376248
130,129,Patv_raw,raw,raw,,train,29185,0.13465794386368934,0.05555555555555555,23.0,140.0872815674415
131,130,Patv_raw,raw,raw,,train,29465,0.12101593505661619,0.05555555555555555,24.0,138.21050943821683
132,131,Patv_raw,raw,raw,,train,30826,0.1258945171492559,0.05555555555555555,24.0,140.39639500849805
133,132,Patv_raw,raw,raw,,train,27968,0.13589369209654129,0.05555555555555555,22.0,147.22004521022018
134,133,Patv_raw,raw,raw,,train,30469,0.1263890337033586,0.05555555555555555,25.0,144.93607749178247
1,0,Patv_raw,trend_ma6,trend,6.0,train,31766,0.04936534615938473,0.05555555555555555,31.0,52.10832224889408
2,1,Patv_raw,trend_ma6,trend,6.0,train,31821,0.04931213681946334,0.05555555555555555,31.0,47.68145403764742
3,2,Patv_raw,trend_ma6,trend,6.0,train,31879,0.04877665688899452,0.05555555555555555,30.0,53.025987780215246
4,3,Patv_raw,trend_ma6,trend,6.0,train,32109,0.04974984432386884,0.05555555555555555,30.0,53.96441330834099
5,4,Patv_raw,trend_ma6,trend,6.0,train,33073,0.03940538109322623,0.05555555555555555,34.0,51.65627076495453
6,5,Patv_raw,trend_ma6,trend,6.0,train,32405,0.045973014501364776,0.05555555555555555,32.0,52.66903279954825
7,6,Patv_raw,trend_ma6,trend,6.0,train,32989,0.045603466755990016,0.05555555555555555,35.0,51.17211469890022
8,7,Patv_raw,trend_ma6,trend,6.0,train,32831,0.04406930740387976,0.05555555555555555,34.0,51.95329997573306
9,8,Patv_raw,trend_ma6,trend,6.0,train,32215,0.0468870390692103,0.05555555555555555,32.0,53.925014456311374
10,9,Patv_raw,trend_ma6,trend,6.0,train,32528,0.04351909452511229,0.05555555555555555,36.0,51.092027545787545
11,10,Patv_raw,trend_ma6,trend,6.0,train,32404,0.04623724286056784,0.05555555555555555,32.0,52.35828210613529
12,11,Patv_raw,trend_ma6,trend,6.0,train,32217,0.045526567911505195,0.05555555555555555,32.0,51.21108409079045
13,12,Patv_raw,trend_ma6,trend,6.0,train,32419,0.04566942043849394,0.05555555555555555,33.0,51.33873247043365
14,13,Patv_raw,trend_ma6,trend,6.0,train,33202,0.04071863682310896,0.05555555555555555,36.0,52.09755303649725
15,14,Patv_raw,trend_ma6,trend,6.0,train,32349,0.045919544291357986,0.05555555555555555,34.0,50.82318191776731
16,15,Patv_raw,trend_ma6,trend,6.0,train,32034,0.0439494049109166,0.05555555555555555,33.0,49.17595140130512
17,16,Patv_raw,trend_ma6,trend,6.0,train,32476,0.046566450449724295,0.05555555555555555,31.0,51.469550239824805
18,17,Patv_raw,trend_ma6,trend,6.0,train,32991,0.03790354266301337,0.05555555555555555,37.0,46.8367277650209
19,18,Patv_raw,trend_ma6,trend,6.0,train,32389,0.04956766371662529,0.05555555555555555,29.0,51.195697011127656
20,19,Patv_raw,trend_ma6,trend,6.0,train,31603,0.045923237169683655,0.05555555555555555,29.0,48.32616907077299
21,20,Patv_raw,trend_ma6,trend,6.0,train,32542,0.046026505216323677,0.05555555555555555,31.0,50.112420034971954
22,21,Patv_raw,trend_ma6,trend,6.0,train,31013,0.04857505897033579,0.05555555555555555,32.0,52.531795543753894
23,22,Patv_raw,trend_ma6,trend,6.0,train,31837,0.050890045553885245,0.05555555555555555,29.0,54.01017907680804
24,23,Patv_raw,trend_ma6,trend,6.0,train,32283,0.049945881823081455,0.05555555555555555,30.0,50.00704647362031
25,24,Patv_raw,trend_ma6,trend,6.0,train,31921,0.05056302771827449,0.05555555555555555,30.0,53.473615666268564
26,25,Patv_raw,trend_ma6,trend,6.0,train,33453,0.040133284586795104,0.05555555555555555,34.0,52.20321815932779
27,26,Patv_raw,trend_ma6,trend,6.0,train,32917,0.04759966069357331,0.05555555555555555,31.0,53.41703617385659
28,27,Patv_raw,trend_ma6,trend,6.0,train,33771,0.03911868595221312,0.05555555555555555,33.0,51.49025944612584
29,28,Patv_raw,trend_ma6,trend,6.0,train,32394,0.04673260106746997,0.05555555555555555,31.0,52.123449261006776
30,29,Patv_raw,trend_ma6,trend,6.0,train,32870,0.045701822036763116,0.05555555555555555,32.0,50.08047115183309
31,30,Patv_raw,trend_ma6,trend,6.0,train,33031,0.045199491778839855,0.05555555555555555,32.0,51.42993506383279
32,31,Patv_raw,trend_ma6,trend,6.0,train,31758,0.04973638410189413,0.05555555555555555,32.0,52.64527278695947
33,32,Patv_raw,trend_ma6,trend,6.0,train,32314,0.04750990589408171,0.05555555555555555,31.0,50.23759957375205
34,33,Patv_raw,trend_ma6,trend,6.0,train,31858,0.04918573550375901,0.05555555555555555,31.0,53.213002455560705
35,34,Patv_raw,trend_ma6,trend,6.0,train,31511,0.05037845656909345,0.05555555555555555,30.0,52.96857112753542
36,35,Patv_raw,trend_ma6,trend,6.0,train,32273,0.047056074393728456,0.05555555555555555,32.0,53.139645531100236
37,36,Patv_raw,trend_ma6,trend,6.0,train,31983,0.03941726016528688,0.05555555555555555,33.0,50.77361384175176
38,37,Patv_raw,trend_ma6,trend,6.0,train,32806,0.045375280988419725,0.05555555555555555,34.0,50.33495438341684
39,38,Patv_raw,trend_ma6,trend,6.0,train,32480,0.049201449367431156,0.05555555555555555,33.0,51.9116601306798
40,39,Patv_raw,trend_ma6,trend,6.0,train,32806,0.045807924348427495,0.05555555555555555,30.0,49.100161001183324
41,40,Patv_raw,trend_ma6,trend,6.0,train,31238,0.04719011589867863,0.05555555555555555,29.0,49.51893922966237
42,41,Patv_raw,trend_ma6,trend,6.0,train,31942,0.0465688499612108,0.05555555555555555,29.0,48.960491328553104
43,42,Patv_raw,trend_ma6,trend,6.0,train,32433,0.04366992499791299,0.05555555555555555,30.0,48.70214162040552
44,43,Patv_raw,trend_ma6,trend,6.0,train,30523,0.04450650873557215,0.05555555555555555,29.0,50.211755575725135
45,44,Patv_raw,trend_ma6,trend,6.0,train,31892,0.052937809616983224,0.05555555555555555,29.0,51.446731789884595
46,45,Patv_raw,trend_ma6,trend,6.0,train,31219,0.05131143387089708,0.05555555555555555,28.0,51.079326124540934
47,46,Patv_raw,trend_ma6,trend,6.0,train,31492,0.051428337627676644,0.05555555555555555,29.0,51.356643454885976
48,47,Patv_raw,trend_ma6,trend,6.0,train,32346,0.04785673810279778,0.05555555555555555,30.0,49.84162695707604
49,48,Patv_raw,trend_ma6,trend,6.0,train,33655,0.03841150883025878,0.05555555555555555,32.0,50.83098820368744
50,49,Patv_raw,trend_ma6,trend,6.0,train,32106,0.045115959841429,0.05555555555555555,31.0,51.58535638574993
51,50,Patv_raw,trend_ma6,trend,6.0,train,32725,0.03897421806667838,0.05555555555555555,34.0,48.13848129344419
52,51,Patv_raw,trend_ma6,trend,6.0,train,30396,0.048545447897709385,0.05555555555555555,29.0,50.418909776808306
53,52,Patv_raw,trend_ma6,trend,6.0,train,33034,0.03897024193490785,0.05555555555555555,34.0,47.38715855278641
54,53,Patv_raw,trend_ma6,trend,6.0,train,33147,0.04221431679619671,0.05555555555555555,33.0,48.44688434766135
55,54,Patv_raw,trend_ma6,trend,6.0,train,32037,0.045535655653914,0.05555555555555555,32.0,48.29455599994303
56,55,Patv_raw,trend_ma6,trend,6.0,train,30868,0.04974528472854877,0.05555555555555555,30.0,50.26902145061204
57,56,Patv_raw,trend_ma6,trend,6.0,train,33014,0.04104082468821826,0.05555555555555555,33.0,47.8960254330138
58,57,Patv_raw,trend_ma6,trend,6.0,train,34447,0.03399753360964928,0.05555555555555555,36.0,48.198332747334966
59,58,Patv_raw,trend_ma6,trend,6.0,train,31419,0.04852842554815276,0.05555555555555555,30.0,49.91071819939197
60,59,Patv_raw,trend_ma6,trend,6.0,train,31915,0.05215092351882765,0.05555555555555555,29.0,50.16611077023021
61,60,Patv_raw,trend_ma6,trend,6.0,train,31168,0.052062205119994286,0.05555555555555555,28.0,52.00708361779588
62,61,Patv_raw,trend_ma6,trend,6.0,train,33340,0.036749745270140924,0.05555555555555555,35.0,48.3178438179916
63,62,Patv_raw,trend_ma6,trend,6.0,train,32224,0.0439936482068308,0.05555555555555555,33.0,49.09011126826892
64,63,Patv_raw,trend_ma6,trend,6.0,train,31038,0.049050370784610324,0.05555555555555555,28.0,48.69427370314558
65,64,Patv_raw,trend_ma6,trend,6.0,train,32024,0.04666553534141252,0.05555555555555555,28.0,48.44632513616691
66,65,Patv_raw,trend_ma6,trend,6.0,train,32481,0.04555295817317844,0.05555555555555555,29.0,49.58449928913836
67,66,Patv_raw,trend_ma6,trend,6.0,train,33243,0.04342873101454253,0.05555555555555555,29.0,48.12333841066953
68,67,Patv_raw,trend_ma6,trend,6.0,train,32649,0.04346887560725924,0.05555555555555555,30.0,48.30765699663741
69,68,Patv_raw,trend_ma6,trend,6.0,train,31962,0.05052142539041264,0.05555555555555555,28.0,51.4086948455513
70,69,Patv_raw,trend_ma6,trend,6.0,train,32059,0.04937202268077571,0.05555555555555555,29.0,51.04126047050013
71,70,Patv_raw,trend_ma6,trend,6.0,train,34559,0.033475246454281224,0.05555555555555555,34.0,50.71485256374064
72,71,Patv_raw,trend_ma6,trend,6.0,train,31900,0.05120388427147208,0.05555555555555555,29.0,50.99832279247664
73,72,Patv_raw,trend_ma6,trend,6.0,train,33609,0.03972473350846263,0.05555555555555555,32.0,48.02872525050865
74,73,Patv_raw,trend_ma6,trend,6.0,train,32420,0.04293960415937868,0.05555555555555555,32.0,50.12617607462688
75,74,Patv_raw,trend_ma6,trend,6.0,train,31917,0.04551629182405292,0.05555555555555555,30.0,50.3591553874626
76,75,Patv_raw,trend_ma6,trend,6.0,train,32348,0.039673204590195625,0.05555555555555555,33.0,44.94674816545248
77,76,Patv_raw,trend_ma6,trend,6.0,train,32006,0.0449347039776966,0.05555555555555555,31.0,47.15663480109804
78,77,Patv_raw,trend_ma6,trend,6.0,train,31205,0.0482686414100149,0.05555555555555555,30.0,47.50778218021002
79,78,Patv_raw,trend_ma6,trend,6.0,train,31258,0.04830883983133096,0.05555555555555555,30.0,49.6479005238856
80,79,Patv_raw,trend_ma6,trend,6.0,train,32199,0.04271094592274406,0.05555555555555555,32.0,47.76597096160885
81,80,Patv_raw,trend_ma6,trend,6.0,train,32112,0.041434382157931826,0.05555555555555555,34.0,47.042707775926345
82,81,Patv_raw,trend_ma6,trend,6.0,train,30961,0.049247544564639374,0.05555555555555555,31.0,47.699454936501546
83,82,Patv_raw,trend_ma6,trend,6.0,train,31476,0.04291432188799076,0.05555555555555555,35.0,50.65548265520087
84,83,Patv_raw,trend_ma6,trend,6.0,train,34760,0.033274668400801455,0.05555555555555555,35.0,46.11963009872513
85,84,Patv_raw,trend_ma6,trend,6.0,train,31290,0.046539932280388115,0.05555555555555555,32.0,46.040769695065144
86,85,Patv_raw,trend_ma6,trend,6.0,train,32351,0.04375587248063316,0.05555555555555555,31.0,47.36135272630561
87,86,Patv_raw,trend_ma6,trend,6.0,train,34416,0.03388007312890326,0.05555555555555555,32.0,44.73763721873824
88,87,Patv_raw,trend_ma6,trend,6.0,train,31590,0.051615261855324314,0.05555555555555555,28.0,51.57437905577561
89,88,Patv_raw,trend_ma6,trend,6.0,train,31947,0.04356159872053925,0.05555555555555555,31.0,46.75070716373897
90,89,Patv_raw,trend_ma6,trend,6.0,train,32079,0.04623844013357674,0.05555555555555555,28.0,48.030138861366005
91,90,Patv_raw,trend_ma6,trend,6.0,train,32144,0.04852121890021078,0.05555555555555555,28.0,48.79882742335019
92,91,Patv_raw,trend_ma6,trend,6.0,train,31493,0.050080427848840654,0.05555555555555555,28.0,44.31456888970472
93,92,Patv_raw,trend_ma6,trend,6.0,train,30519,0.052628339660042704,0.05555555555555555,29.0,43.04922203319934
94,93,Patv_raw,trend_ma6,trend,6.0,train,31538,0.053793698581862656,0.05555555555555555,29.0,43.29154957498147
95,94,Patv_raw,trend_ma6,trend,6.0,train,31174,0.05216240281686985,0.05555555555555555,29.0,49.149416555048575
96,95,Patv_raw,trend_ma6,trend,6.0,train,29608,0.0494722206686687,0.05555555555555555,29.0,45.20860623748851
97,96,Patv_raw,trend_ma6,trend,6.0,train,30418,0.047166210630046376,0.05555555555555555,29.0,42.92891687834053
98,97,Patv_raw,trend_ma6,trend,6.0,train,32856,0.040302702640672296,0.05555555555555555,32.0,46.39568168893169
99,98,Patv_raw,trend_ma6,trend,6.0,train,33951,0.03469203598127741,0.05555555555555555,35.0,41.48248377666171
100,99,Patv_raw,trend_ma6,trend,6.0,train,31324,0.04041444312511134,0.05555555555555555,33.0,41.832167934502294
101,100,Patv_raw,trend_ma6,trend,6.0,train,31796,0.04950184564115676,0.05555555555555555,30.0,47.8076235384038
102,101,Patv_raw,trend_ma6,trend,6.0,train,30949,0.05070097057275537,0.05555555555555555,30.0,48.81336414245798
103,102,Patv_raw,trend_ma6,trend,6.0,train,33121,0.04131140610693097,0.05555555555555555,31.0,46.440877247508126
104,103,Patv_raw,trend_ma6,trend,6.0,train,31587,0.048623251095432335,0.05555555555555555,29.0,48.63464296332863
105,104,Patv_raw,trend_ma6,trend,6.0,train,32078,0.04944028256165171,0.05555555555555555,28.0,49.03817547581687
106,105,Patv_raw,trend_ma6,trend,6.0,train,30728,0.04627769073685133,0.05555555555555555,30.0,47.93773097560428
107,106,Patv_raw,trend_ma6,trend,6.0,train,32845,0.041097037077264094,0.05555555555555555,30.0,47.85348241085093
108,107,Patv_raw,trend_ma6,trend,6.0,train,30810,0.04554098979614804,0.05555555555555555,29.0,48.85616681565414
109,108,Patv_raw,trend_ma6,trend,6.0,train,32287,0.0483097691956964,0.05555555555555555,26.0,48.69215423002503
110,109,Patv_raw,trend_ma6,trend,6.0,train,32395,0.04648209498663712,0.05555555555555555,28.0,49.31220969892854
111,110,Patv_raw,trend_ma6,trend,6.0,train,32145,0.04790148792672142,0.05555555555555555,28.0,49.11980449309208
112,111,Patv_raw,trend_ma6,trend,6.0,train,31534,0.05091899740525362,0.05555555555555555,28.0,49.90132804461257
