graph,source_TurbID,target_TurbID,source_node_index,target_node_index,weight,edge_length,delta_wspd_cosine,ma36_patv_correlation,fit_split
Micro,4,6,3,5,0.197321355342865,974.9191684408497,0.6114685665431373,0.9501466498860475,train
Micro,4,25,3,24,0.056720536202192307,1898.061090162091,0.5831266540476957,0.951854115363754,train
Micro,4,26,3,25,0.057902801781892776,1542.5424930782585,0.595281158233804,0.9260057852467185,train
Micro,4,29,3,28,0.13824942708015442,943.9190780347973,0.4196432675788904,0.9427625677824917,train
Micro,5,3,4,2,0.13820675015449524,949.8842481577063,-0.052676392338024715,0.9360418886474617,train
Micro,5,4,4,3,0.2056560218334198,475.0708232153166,0.6780374081893777,0.9348223032861575,train
Micro,5,6,4,5,0.21279604732990265,500.26754634839614,0.7570545535073143,0.9362363907892224,train
Micro,5,7,4,6,0.19335706532001495,975.0504843273078,0.5994424849505215,0.9353968043651261,train
Micro,5,25,4,24,0.05271567404270172,2325.0153649249582,0.5695699163703497,0.9346480880537205,train
Micro,5,27,4,26,0.05898111313581467,1539.826997334916,0.6372652526281701,0.9204206428723578,train
Micro,5,29,4,28,0.13828736543655396,943.6472496108748,0.49584804845840386,0.9184085991202015,train
Micro,6,4,5,3,0.19189316034317017,974.9191684408497,0.6114685665431373,0.9501466498860475,train
Micro,6,5,5,4,0.20956440269947052,500.26754634839614,0.7570545535073143,0.9362363907892224,train
Micro,6,7,5,6,0.2060842514038086,476.45797045451053,0.7156517873906041,0.9578474313312758,train
Micro,6,8,5,7,0.19578351080417633,924.9320499347674,0.648294490492417,0.9626825925878213,train
Micro,6,27,5,26,0.05948185920715332,1965.075180078957,0.675759193963324,0.9417495862032647,train
Micro,6,30,5,29,0.13719284534454346,1039.038299619498,0.4217720230389551,0.9527255742510342,train
Micro,7,5,6,4,0.19504712522029877,975.0504843273078,0.5994424849505215,0.9353968043651261,train
Micro,7,6,6,5,0.2108263224363327,476.45797045451053,0.7156517873906041,0.9578474313312758,train
Micro,7,8,6,7,0.21135231852531433,448.9761485488697,0.7193892706860935,0.9714466325722373,train
Micro,7,28,6,27,0.05679981783032417,1973.2585228955934,0.617461465998657,0.9508225585734252,train
Micro,7,29,6,28,0.05604959651827812,1518.5608358831062,0.6093059167070382,0.9490639190471125,train
Micro,7,30,6,29,0.1361837536096573,1223.4165639041871,0.5398712474445022,0.946326750965781,train
Micro,7,75,6,74,0.133741095662117,1365.0458699819544,0.33103013044593355,0.9425761425555698,train
Micro,8,6,7,5,0.19936178624629974,924.9320499347674,0.648294490492417,0.9626825925878213,train
Micro,8,7,7,6,0.21023507416248322,448.9761485488697,0.7193892706860935,0.9714466325722373,train
Micro,8,9,7,8,0.06619580835103989,1431.3311145960026,0.7613347740199277,0.978331137235831,train
Micro,8,10,7,9,0.05695459246635437,1906.5649829011932,0.6550492136631377,0.9670558631916238,train
Micro,8,29,7,28,0.05793358385562897,1897.8950804160165,0.666308890853117,0.9611790848081329,train
Micro,8,31,7,30,0.13845542073249817,1228.364890603704,0.5043983340789642,0.9646645202984024,train
Micro,8,76,7,75,0.13547219336032867,1396.4505270472243,0.3090057042819034,0.9330443966895385,train
Micro,8,77,7,76,0.13539162278175354,1400.7571915274018,0.14932621501242296,0.9331120185206224,train
Micro,9,7,8,6,0.05294032022356987,1880.3072474599157,0.5917085232749666,0.9648661007628702,train
Micro,9,8,8,7,0.06811682879924774,1431.3311145960026,0.7613347740199277,0.978331137235831,train
Micro,9,10,8,9,0.2154185175895691,475.2355023667303,0.7870136688348834,0.9653470978002712,train
Micro,9,11,8,10,0.195827454328537,956.5582278650667,0.622261293036446,0.968984970959975,train
Micro,9,29,8,28,0.05285465344786644,3228.641871697507,0.5907509946053684,0.9586247479581806,train
Micro,9,31,8,30,0.13598006963729858,1235.8474770323696,0.5076433149919325,0.96267312519964,train
Micro,9,32,8,31,0.1393948197364807,1012.400572795238,0.5893457196010967,0.9591721750179425,train
Micro,9,33,8,32,0.1394672840833664,1007.1882379017292,0.5158723173430403,0.9572875581059734,train
Micro,10,8,9,7,0.057140007615089417,1906.5649829011932,0.6550492136631377,0.9670558631916238,train
Micro,10,9,9,8,0.21217674016952515,475.2355023667303,0.7870136688348834,0.9653470978002712,train
Micro,10,11,9,10,0.20587190985679626,488.5457175555238,0.7157770547722535,0.9599830175412885,train
Micro,10,12,9,11,0.19323201477527618,952.1428348550701,0.6242109016432349,0.948083921791376,train
Micro,10,32,9,31,0.05732143297791481,1218.103221485326,0.6571290674260225,0.9622395062844842,train
Micro,10,33,9,32,0.1379936784505844,1010.9217116333919,0.5830962316784287,0.953790563416024,train
Micro,10,34,9,33,0.13626419007778168,1130.2322424206325,0.5238527275392256,0.931124421906203,train
Micro,11,9,10,8,0.19462019205093384,956.5582278650667,0.622261293036446,0.968984970959975,train
Micro,11,10,10,9,0.20765447616577148,488.5457175555238,0.7157770547722535,0.9599830175412885,train
Micro,11,12,10,11,0.210102379322052,476.86261335624766,0.7424472450987917,0.9497795717327914,train
Micro,11,32,10,31,0.05865881219506264,1624.2245935011847,0.6607675700470019,0.9559007144628723,train
Micro,11,33,10,32,0.05664867162704468,1313.7116625935234,0.6381240929997944,0.9615111011610366,train
Micro,11,34,10,33,0.13474664092063904,1264.8078033691359,0.5220787065110825,0.9274619384620832,train
Micro,11,35,10,34,0.13756881654262543,1086.2288864410757,0.41554844495326876,0.942158290616727,train
Micro,12,9,11,8,0.13462071120738983,1426.3364352885055,0.5459686018096622,0.9531113777909347,train
Micro,12,10,11,9,0.19935563206672668,952.1428348550701,0.6242109016432349,0.948083921791376,train
Micro,12,11,11,10,0.21501082181930542,476.86261335624766,0.7424472450987917,0.9497795717327914,train
Micro,12,13,11,12,0.059106893837451935,11877.043915148559,0.6469858895585383,0.9602090937537493,train
Micro,12,14,11,13,0.05545957386493683,11402.033457832329,0.6070621888601704,0.9220917199267893,train
Micro,12,33,11,32,0.0605793297290802,1595.5695702549149,0.6631031908787539,0.9464354735834211,train
Micro,12,34,11,33,0.13488613069057465,1412.280305909326,0.5970683983132562,0.9429545775215682,train
Micro,12,35,11,34,0.14098094403743744,1048.5184118169147,0.49075244023981074,0.9403267607470349,train
Micro,13,12,12,11,0.05761703476309776,11877.043915148559,0.6469858895585383,0.9602090937537493,train
Micro,13,14,12,13,0.21173042058944702,475.02891763412055,0.750664766417213,0.9325312178796072,train
Micro,13,15,12,14,0.19572053849697113,950.2684588351651,0.62439396505388,0.964969495735322,train
Micro,13,34,12,33,0.060637932270765305,11174.307235343687,0.6809077233043476,0.9366162711498791,train
Micro,13,35,12,34,0.059289831668138504,11671.857404584118,0.6657698068816122,0.9513668426010131,train
Micro,13,36,12,35,0.13934317231178284,1007.4493706512761,0.43706861685485254,0.9542805439973874,train
Micro,13,37,12,36,0.13935723900794983,1006.4346058724517,0.5296781540833312,0.9365358928262382,train
Micro,13,38,12,37,0.1363038420677185,1208.9840699493168,0.48825238561225764,0.9648374167418505,train
Micro,14,12,13,11,0.05386705696582794,11402.033457832329,0.6070621888601704,0.9220917199267893,train
Micro,14,13,13,12,0.20970742404460907,475.02891763412055,0.750664766417213,0.9325312178796072,train
Micro,14,15,13,14,0.2109447717666626,475.24079878718754,0.7646252393214109,0.9370312314462604,train
Micro,14,16,13,15,0.1385343223810196,939.2231505543551,0.40927525552799293,0.898774833687262,train
Micro,14,34,13,33,0.053469713777303696,10701.646326112752,0.6025842763399408,0.9148313879139393,train
Micro,14,35,13,34,0.05820551514625549,11198.361936254581,0.6559550753222411,0.9170026690949552,train
Micro,14,37,13,36,0.13762304186820984,1007.8792918418734,0.5765629366741817,0.9136212908403133,train
Micro,14,38,13,37,0.13764818012714386,1006.0410559050429,0.5636078483632811,0.9412487744321987,train
Micro,15,13,14,12,0.19632576406002045,950.2684588351651,0.62439396505388,0.964969495735322,train
Micro,15,14,14,13,0.21406960487365723,475.24079878718754,0.7646252393214109,0.9370312314462604,train
Micro,15,16,14,15,0.14302095770835876,463.9878984615271,0.4576529070679071,0.9265105830129761,train
Micro,15,17,14,16,0.13829809427261353,946.276995625497,0.43162932270321214,0.9531532095922053,train
Micro,15,36,14,35,0.05329696461558342,1541.0685824294817,0.5729799916981478,0.9576895285041505,train
Micro,15,37,14,36,0.058295030146837234,1213.8223432424354,0.6267127344857503,0.9366863469096808,train
Micro,15,38,14,37,0.05920541658997536,1008.4776410317555,0.6365000240285529,0.9706663094042883,train
Micro,15,39,14,38,0.1374882310628891,1007.1741968699913,0.5208771408157659,0.9390074270421105,train
Micro,16,14,15,13,0.13838958740234375,939.2231505543551,0.40927525552799293,0.898774833687262,train
Micro,16,15,15,14,0.1430216282606125,463.9878984615271,0.4576529070679071,0.9265105830129761,train
Micro,16,17,15,16,0.21906252205371857,482.2970581602021,0.7147572753391463,0.9381223843910776,train
Micro,16,18,15,17,0.13815510272979736,957.3355051704762,0.4702366583816969,0.9194904018142882,train
Micro,16,19,15,18,0.0573730506002903,1432.200744777888,0.5384204432069741,0.9391879486575604,train
Micro,16,38,15,37,0.05741286277770996,1204.7245293324916,0.5387940743377433,0.9335251911959933,train
Micro,16,39,15,38,0.13753436505794525,1003.8447970814724,0.4790778612036447,0.9225632606180498,train
Micro,16,62,15,61,0.05535465478897095,2014.3392004650025,0.5194786935295108,0.900710826610434,train
Micro,16,64,15,63,0.05369628965854645,2440.5776899307757,0.503915649232509,0.9159338110386884,train
Micro,17,15,16,14,0.13832031190395355,946.276995625497,0.43162932270321214,0.9531532095922053,train
Micro,17,16,16,15,0.21139448881149292,482.2970581602021,0.7147572753391463,0.9381223843910776,train
Micro,17,18,16,17,0.20635181665420532,475.04112096218813,0.6616074049858377,0.9518114330770681,train
Micro,17,19,16,18,0.20224745571613312,949.9064352196021,0.6677971543574474,0.9734118871033,train
Micro,17,40,16,39,0.19016505777835846,1006.8957570278641,0.5495992819337011,0.957781910131021,train
Micro,17,41,16,40,0.05152091756463051,1045.3133877716261,0.5378035728672108,0.9398470044758435,train
Micro,18,16,17,15,0.13819964230060577,957.3355051704762,0.4702366583816969,0.9194904018142882,train
Micro,18,17,17,16,0.2077847719192505,475.04112096218813,0.6616074049858377,0.9518114330770681,train
Micro,18,19,17,18,0.20707762241363525,474.86547502189507,0.6543741997164595,0.951398011681339,train
Micro,18,20,17,19,0.13827386498451233,951.6379498705076,-0.004866928713703627,0.9307328565632493,train
Micro,18,21,17,20,0.05112428218126297,1430.6959614662778,0.5220563869757481,0.9449970696547236,train
Micro,18,40,17,39,0.0659065768122673,1209.130372096423,0.6730060729183981,0.9439412405631669,train
Micro,18,41,17,40,0.05409686267375946,1044.9244593532928,0.5524109628460602,0.9300496683718926,train
Micro,18,42,17,41,0.1375364065170288,1006.9415061252856,0.5203525878155691,0.9400151651278791,train
Micro,19,17,18,16,0.20082250237464905,949.9064352196021,0.6677971543574474,0.9734118871033,train
Micro,19,18,18,17,0.20426470041275024,474.86547502189507,0.6543741997164595,0.951398011681339,train
Micro,19,20,18,19,0.14297598600387573,476.98392198075453,0.09267110894701563,0.9568695166662651,train
Micro,19,21,18,20,0.19375203549861908,957.3635918108538,0.5933256199325359,0.9633752367981261,train
Micro,19,40,18,39,0.056552886962890625,1536.9278891436143,0.6039503846934108,0.9658769859304476,train
Micro,19,41,18,40,0.06408324837684631,1242.2789149761575,0.6843700591671287,0.9487818060324772,train
Micro,19,42,18,41,0.13754869997501373,1005.659629737727,0.514162889374874,0.9563344726336994,train
Micro,20,16,19,15,0.05971713364124298,1908.8543309336185,0.21425025722358107,0.9217724295663738,train
Micro,20,18,19,17,0.1382475048303604,951.6379498705076,-0.004866928713703627,0.9307328565632493,train
Micro,20,19,19,18,0.14295414090156555,476.98392198075453,0.09267110894701563,0.9568695166662651,train
Micro,20,21,19,20,0.14286774396896362,489.65122339161553,-0.008632519583134152,0.9493922522402221,train
Micro,20,22,19,21,0.13815441727638245,958.7789587409734,0.10389543909793268,0.8779535784805125,train
Micro,20,35,19,34,0.05257144197821617,8361.340036945363,0.18861327154841892,0.9315862119567269,train
Micro,20,37,19,36,0.061194878071546555,3234.8179484243765,0.219552028418921,0.9237209735334495,train
Micro,20,44,19,43,0.1377762109041214,987.3109563508575,0.06874156204599983,0.9044050619663637,train
Micro,20,62,19,61,0.06708532571792603,2405.7754311467224,0.24068548438029477,0.9112860151568819,train
Micro,20,66,19,65,0.05943125858902931,1992.4565055407086,0.21322461417790725,0.9421489577237077,train
Micro,21,19,20,18,0.19706784188747406,957.3635918108538,0.5933256199325359,0.9633752367981261,train
Micro,21,20,20,19,0.14315804839134216,489.65122339161553,-0.008632519583134152,0.9493922522402221,train
Micro,21,22,20,21,0.14325284957885742,475.7642318928797,0.08451526047354048,0.8728660021481457,train
Micro,21,23,20,22,0.1385325938463211,951.3179088079512,0.10806716993935901,0.9017322713208379,train
Micro,21,41,20,40,0.05487038940191269,2002.2650417318816,0.5554293852340022,0.9463199448430155,train
Micro,21,42,20,41,0.061203837394714355,1599.6558083139407,0.6195401480600617,0.952280313707568,train
Micro,21,43,20,42,0.06611054390668869,1320.4697397937027,0.6692086619484829,0.9640256366556558,train
Micro,21,44,20,43,0.059201110154390335,1098.6649270801995,0.599267428169329,0.9097111885264046,train
Micro,21,45,20,44,0.13660281896591187,1090.4798902132852,0.10173870967155828,0.9065199839091712,train
Micro,22,2,21,1,0.07504082471132278,1899.9409490882222,0.5645028774968462,0.9286575133857584,train
Micro,22,4,21,3,0.0523725226521492,2848.5946995605627,0.3939780757430008,0.9130599002913182,train
Micro,22,20,21,19,0.13846126198768616,958.7789587409734,0.10389543909793268,0.8779535784805125,train
Micro,22,21,21,20,0.14327986538410187,475.7642318928797,0.08451526047354048,0.8728660021481457,train
Micro,22,23,21,22,0.14324982464313507,480.2042390779873,0.17213567481436207,0.9393097671102578,train
Micro,22,24,21,23,0.1385859251022339,949.2244940541924,0.2249982281237648,0.9170835659224751,train
Micro,22,26,21,25,0.06055540218949318,1972.9639475567303,0.45553466723944863,0.9158828685142091,train
Micro,22,45,21,44,0.13642314076423645,1104.3653112824668,0.22087753340191107,0.9313111980176288,train
Micro,22,46,21,45,0.06915584951639175,1121.983417977978,0.5202324581123948,0.9271203954876245,train
Micro,22,48,21,47,0.04287542402744293,2438.7283514837245,0.3225351263237512,0.929432509378081,train
Micro,23,1,22,0,0.19944308698177338,949.3748939984782,0.6694953394200885,0.9505399258157494,train
Micro,23,21,22,20,0.1383323073387146,951.3179088079512,0.10806716993935901,0.9017322713208379,train
Micro,23,22,22,21,0.1430157572031021,480.2042390779873,0.17213567481436207,0.9393097671102578,train
Micro,23,24,22,23,0.2107226848602295,476.6602359138928,0.7418030032661499,0.9543714764009643,train
Micro,23,25,22,24,0.05264350026845932,1157.2797093936306,0.5769708564536387,0.9731802472004707,train
Micro,23,45,22,44,0.06297159940004349,1225.8660672451176,0.6901663880851905,0.9685364950226558,train
Micro,23,46,22,45,0.1372547298669815,1031.2156459623461,0.3718866265420492,0.9664519181157998,train
Micro,23,47,22,46,0.05561639368534088,1102.7836132814612,0.6095536751097337,0.9565447035634494,train
Micro,24,1,23,0,0.19562028348445892,474.15250884170086,0.5964319222480639,0.9296913808633129,train
Micro,24,2,23,1,0.13815376162528992,951.1968676464869,0.34331206351087956,0.9431578541757422,train
Micro,24,22,23,21,0.13817931711673737,949.2244940541924,0.2249982281237648,0.9170835659224751,train
Micro,24,23,23,22,0.2084604799747467,476.6602359138928,0.7418030032661499,0.9543714764009643,train
Micro,24,25,23,24,0.20210838317871094,967.2979934985101,0.7255003331145852,0.9524019763958524,train
Micro,24,45,23,44,0.05543309450149536,1576.9498927856719,0.6267688349024598,0.9541106164061618,train
Micro,24,47,23,46,0.062044695019721985,1116.9097404571578,0.7015245938826443,0.9470392769131828,train
Micro,25,1,24,0,0.13823385536670685,941.916237617386,0.5101276855330716,0.9405694804665635,train
Micro,25,24,24,23,0.06573536992073059,967.2979934985101,0.7255003331145852,0.9524019763958524,train
Micro,25,26,24,25,0.14280961453914642,477.0654254241888,0.45297796021885683,0.951923995198641,train
Micro,25,27,24,26,0.1954158991575241,953.5711970023101,0.632763389798096,0.9569477086910413,train
Micro,25,46,24,45,0.13805370032787323,955.834892992603,0.5018216877378799,0.9590697855808642,train
Micro,25,47,24,46,0.20430399477481842,475.56907575545495,0.6785828946229183,0.9552644811811998,train
Micro,25,48,24,47,0.06234779953956604,1263.8541826668154,0.6881128600366757,0.9681938473121852,train
Micro,25,49,24,48,0.05309978872537613,1005.8173153773778,0.5860455008819556,0.9544052413313294,train
Micro,26,2,25,1,0.05669460818171501,1007.6808763648767,0.5241369231659045,0.9362487549200389,train
Micro,26,4,25,3,0.06439010798931122,1542.5424930782585,0.595281158233804,0.9260057852467185,train
Micro,26,25,25,24,0.14272697269916534,477.0654254241888,0.45297796021885683,0.951923995198641,train
Micro,26,27,25,26,0.19990059733390808,478.6935962529131,0.528666673256712,0.9381107761949495,train
Micro,26,28,25,27,0.13802750408649445,951.7038251082496,0.2597459539219062,0.9365431734500841,train
Micro,26,47,25,46,0.13836506009101868,925.3473471493122,0.2712897682528396,0.9418113513047383,train
Micro,26,48,25,47,0.059274349361658096,1372.8229010334587,0.547986467248664,0.9487110023860672,train
Micro,26,49,25,48,0.20062080025672913,941.0915103822217,0.5774037322546829,0.94078538044653,train
Micro,27,6,26,5,0.060611773282289505,1965.075180078957,0.675759193963324,0.9417495862032647,train
Micro,27,25,26,24,0.1381690949201584,953.5711970023101,0.632763389798096,0.9569477086910413,train
Micro,27,26,26,25,0.14288753271102905,478.6935962529131,0.528666673256712,0.9381107761949495,train
Micro,27,28,26,27,0.20182231068611145,473.77570570138585,0.6566940705769276,0.9496884079317937,train
Micro,27,29,26,28,0.19709472358226776,949.5146328031458,0.656373014207659,0.955696872961605,train
Micro,27,49,26,48,0.061029043048620224,1156.1092249678868,0.6804112808191168,0.9517744361172821,train
Micro,27,50,26,49,0.19838552176952362,981.4938137874449,0.6754550122680111,0.9489931507245026,train
Micro,28,7,27,6,0.05690984055399895,1973.2585228955934,0.617461465998657,0.9508225585734252,train
Micro,28,26,27,25,0.13816992938518524,951.7038251082496,0.2597459539219062,0.9365431734500841,train
Micro,28,27,27,26,0.20342212915420532,473.77570570138585,0.6566940705769276,0.9496884079317937,train
Micro,28,29,27,28,0.2007952481508255,487.02500048717246,0.6291671224033144,0.9523725605719278,train
Micro,28,30,27,29,0.199464350938797,953.2637878822899,0.6652533027689912,0.9455893856356282,train
Micro,28,51,27,50,0.2012385129928589,966.4159822826441,0.6863700206513133,0.9348583298493714,train
Micro,29,4,28,3,0.13819323480129242,943.9190780347973,0.4196432675788904,0.9427625677824917,train
Micro,29,5,28,4,0.13819675147533417,943.6472496108748,0.49584804845840386,0.9184085991202015,train
Micro,29,7,28,6,0.056267596781253815,1518.5608358831062,0.6093059167070382,0.9490639190471125,train
Micro,29,8,28,7,0.06153165176510811,1897.8950804160165,0.666308890853117,0.9611790848081329,train
Micro,29,27,28,26,0.1987350881099701,949.5146328031458,0.656373014207659,0.955696872961605,train
Micro,29,28,28,27,0.20082831382751465,487.02500048717246,0.6291671224033144,0.9523725605719278,train
Micro,29,30,28,29,0.14276239275932312,481.78280016301994,0.5840842192027702,0.9605805109460712,train
Micro,29,52,28,51,0.06348494440317154,1519.5822379717042,0.6874605268802368,0.9313983871512441,train
Micro,30,5,29,4,0.13919691741466522,1006.1408154268939,0.3761287558583495,0.9135735890960783,train
Micro,30,6,29,5,0.1387353241443634,1039.038299619498,0.4217720230389551,0.9527255742510342,train
Micro,30,28,29,27,0.2022293508052826,953.2637878822899,0.6652533027689912,0.9455893856356282,train
Micro,30,29,29,28,0.19937825202941895,481.78280016301994,0.5840842192027702,0.9605805109460712,train
Micro,30,31,29,30,0.07113851606845856,1899.8186353935573,0.7594062987683184,0.9590662052962146,train
Micro,30,51,29,50,0.05799905210733414,1540.9183985271793,0.6191420265554707,0.9451446846583655,train
Micro,30,52,29,51,0.19132257997989655,1123.2509938727856,0.5746252284220621,0.9210485413375225,train
Micro,31,28,30,27,0.055883798748254776,2852.067166847369,0.5605514853836481,0.9606085428792646,train
Micro,31,30,30,29,0.07570850849151611,1899.8186353935573,0.7594062987683184,0.9590662052962146,train
Micro,31,32,30,31,0.20218653976917267,474.5058371202046,0.5775635809609821,0.9645802554251655,train
Micro,31,33,30,32,0.1398630440235138,949.0739444010258,0.4620373979464687,0.9584525011842027,train
Micro,31,53,30,52,0.1909419596195221,1153.3626698565542,0.5417909236976676,0.9322960598760084,train
Micro,31,54,30,53,0.1962217390537262,983.2860280103273,0.5698864886812727,0.942340686856733,train
Micro,31,55,30,54,0.13919447362422943,998.8981865066312,0.4059393827658857,0.9508943188429012,train
Micro,32,9,31,8,0.13759873807430267,1012.400572795238,0.5893457196010967,0.9591721750179425,train
Micro,32,10,31,9,0.05939627066254616,1218.103221485326,0.6571290674260225,0.9622395062844842,train
Micro,32,11,31,10,0.059725143015384674,1624.2245935011847,0.6607675700470019,0.9559007144628723,train
Micro,32,31,31,30,0.1431407332420349,474.5058371202046,0.5775635809609821,0.9645802554251655,train
Micro,32,33,31,32,0.20755505561828613,474.8052738939812,0.7126683463907088,0.9615443470819144,train
Micro,32,34,31,33,0.13881468772888184,920.1907944341216,0.6044867637437416,0.9475102479173556,train
Micro,32,54,31,53,0.058754581958055496,1207.8792863260858,0.6500297946046333,0.9457335413629806,train
Micro,32,55,31,54,0.19501470029354095,1033.4126463419993,0.6384473772839875,0.9601719152663335,train
Micro,33,9,32,8,0.1374882459640503,1007.1882379017292,0.5158723173430403,0.9572875581059734,train
Micro,33,11,32,10,0.057659249752759933,1313.7116625935234,0.6381240929997944,0.9615111011610366,train
Micro,33,12,32,11,0.05991629511117935,1595.5695702549149,0.6631031908787539,0.9464354735834211,train
Micro,33,31,32,30,0.13826210796833038,949.0739444010258,0.4620373979464687,0.9584525011842027,train
Micro,33,32,32,31,0.20734435319900513,474.8052738939812,0.7126683463907088,0.9615443470819144,train
Micro,33,34,32,33,0.20347055792808533,455.86665723224337,0.6684192967646894,0.9383621982716734,train
Micro,33,35,32,34,0.13822625577449799,951.835736459684,0.5337132716701853,0.9537814999296886,train
Micro,33,55,32,54,0.057632926851511,1243.6840138450054,0.637832790114231,0.9507487762449035,train
Micro,34,13,33,12,0.0620049387216568,11174.307235343687,0.6809077233043476,0.9366162711498791,train
Micro,34,32,33,31,0.1388840228319168,920.1907944341216,0.6044867637437416,0.9475102479173556,train
Micro,34,33,33,32,0.20420260727405548,455.86665723224337,0.6684192967646894,0.9383621982716734,train
Micro,34,35,33,34,0.2079796940088272,542.9288080322594,0.7166406479482761,0.9445914535003337,train
Micro,34,56,33,55,0.19232651591300964,1128.1597551904213,0.6186209206443349,0.9189693483529304,train
Micro,34,57,33,56,0.1390666961669922,905.6076252911558,0.5205061057693968,0.9434785892325741,train
Micro,34,58,33,57,0.055535558611154556,11156.513716496069,0.6098641766762064,0.9516707846752028,train
Micro,35,10,34,9,0.13714946806430817,1177.5130242449827,0.44368140252898236,0.9473934268199411,train
Micro,35,11,34,10,0.1385558545589447,1086.2288864410757,0.41554844495326876,0.942158290616727,train
Micro,35,12,34,11,0.1391076296567917,1048.5184118169147,0.49075244023981074,0.9403267607470349,train
Micro,35,13,34,12,0.06105315685272217,11671.857404584118,0.6657698068816122,0.9513668426010131,train
Micro,35,14,34,13,0.060153115540742874,11198.361936254581,0.6559550753222411,0.9170026690949552,train
Micro,35,33,34,32,0.14044220745563507,951.835736459684,0.5337132716701853,0.9537814999296886,train
Micro,35,34,34,33,0.21046298742294312,542.9288080322594,0.7166406479482761,0.9445914535003337,train
Micro,35,37,34,36,0.05481671914458275,11401.421283364887,0.5977629750521737,0.9310353992361713,train
Micro,35,58,34,57,0.05825881287455559,11683.817690919223,0.6352981864317706,0.9392047812675602,train
Micro,36,13,35,12,0.13933323323726654,1007.4493706512761,0.43706861685485254,0.9542805439973874,train
Micro,36,15,35,14,0.05598197504878044,1541.0685824294817,0.5729799916981478,0.9576895285041505,train
Micro,36,37,35,36,0.14488184452056885,473.27957858885316,0.3848576988112681,0.9365468478712466,train
Micro,36,38,35,37,0.14011555910110474,949.4970654566449,0.4820206403442811,0.9658623708870151,train
Micro,36,57,35,56,0.0620880089700222,11215.301515131796,0.6354757332076941,0.9605660004766741,train
Micro,36,58,35,57,0.19896239042282104,1002.8610480825182,0.6096597547035695,0.9446100430923762,train
Micro,36,59,35,58,0.20348751544952393,1210.303171129049,0.6879495215511697,0.9593847998375187,train
Micro,36,60,35,59,0.05514946207404137,1537.1940863963712,0.5644591702289133,0.9540284671820533,train
Micro,37,13,36,12,0.19045183062553406,1006.4346058724517,0.5296781540833312,0.9365358928262382,train
Micro,37,14,36,13,0.05746427923440933,1007.8792918418734,0.5765629366741817,0.9136212908403133,train
Micro,37,15,36,14,0.06246255710721016,1213.8223432424354,0.6267127344857503,0.9366863469096808,train
