TurbID,node_index,signal,representation,component,causal_window,fit_split,valid_count,high_frequency_energy_ratio,high_frequency_cutoff_cycles_per_step,acf_decay_length_steps,first_difference_std
7,6,Patv_raw,trend_ma18,trend,18.0,train,1440,0.0009341729160069783,0.05555555555555555,22.0,6.908575072963261
8,7,Patv_raw,trend_ma18,trend,18.0,train,1440,0.0010050242871064822,0.05555555555555555,22.0,6.951781944718649
1,0,Patv_raw,local_residual_ma18,local_residual,18.0,train,1364,0.13909215234230413,0.05555555555555555,20.0,28.863450763409528
2,1,Patv_raw,local_residual_ma18,local_residual,18.0,train,1440,0.0898434714828417,0.05555555555555555,21.0,28.34980384961807
3,2,Patv_raw,local_residual_ma18,local_residual,18.0,train,1440,0.08684252926330835,0.05555555555555555,21.0,26.855946082427774
4,3,Patv_raw,local_residual_ma18,local_residual,18.0,train,1440,0.09083488640607708,0.05555555555555555,21.0,28.07994955768851
5,4,Patv_raw,local_residual_ma18,local_residual,18.0,train,1440,0.09197047234815946,0.05555555555555555,21.0,27.621456133714734
6,5,Patv_raw,local_residual_ma18,local_residual,18.0,train,1440,0.0976771363605455,0.05555555555555555,21.0,29.02144299810555
7,6,Patv_raw,local_residual_ma18,local_residual,18.0,train,1440,0.08570575650992038,0.05555555555555555,21.0,27.410475542374613
8,7,Patv_raw,local_residual_ma18,local_residual,18.0,train,1440,0.09014525482331881,0.05555555555555555,21.0,27.753132529473238
1,0,Patv_raw,trend_ma36,trend,36.0,train,1439,0.0004773165864952158,0.05555555555555555,22.0,6.062360709034061
2,1,Patv_raw,trend_ma36,trend,36.0,train,1440,0.0003401073805773817,0.05555555555555555,22.0,5.99490057331446
3,2,Patv_raw,trend_ma36,trend,36.0,train,1440,0.00020289942299733153,0.05555555555555555,22.0,6.007753925577754
4,3,Patv_raw,trend_ma36,trend,36.0,train,1440,0.0005041734647998247,0.05555555555555555,22.0,6.0207675503746305
5,4,Patv_raw,trend_ma36,trend,36.0,train,1440,0.0003573147987121556,0.05555555555555555,22.0,5.97857858557283
6,5,Patv_raw,trend_ma36,trend,36.0,train,1440,0.0002837471708947226,0.05555555555555555,22.0,5.970958003036869
7,6,Patv_raw,trend_ma36,trend,36.0,train,1440,0.0002879879422526448,0.05555555555555555,22.0,5.941534686002504
8,7,Patv_raw,trend_ma36,trend,36.0,train,1440,0.0003064447418759397,0.05555555555555555,22.0,5.969701165875306
1,0,Patv_raw,local_residual_ma36,local_residual,36.0,train,1364,0.07824473271404088,0.05555555555555555,21.0,29.717669124429744
2,1,Patv_raw,local_residual_ma36,local_residual,36.0,train,1440,0.028463275902645264,0.05555555555555555,22.0,29.198196132687762
3,2,Patv_raw,local_residual_ma36,local_residual,36.0,train,1440,0.02768656570965747,0.05555555555555555,22.0,27.697774600370042
4,3,Patv_raw,local_residual_ma36,local_residual,36.0,train,1440,0.028977061018078797,0.05555555555555555,22.0,28.894358538472062
5,4,Patv_raw,local_residual_ma36,local_residual,36.0,train,1440,0.029213365897154387,0.05555555555555555,22.0,28.421353091983462
6,5,Patv_raw,local_residual_ma36,local_residual,36.0,train,1440,0.03122828955166882,0.05555555555555555,22.0,29.876400078752983
7,6,Patv_raw,local_residual_ma36,local_residual,36.0,train,1440,0.02728029326428084,0.05555555555555555,22.0,28.16835058295934
8,7,Patv_raw,local_residual_ma36,local_residual,36.0,train,1440,0.02864712338483668,0.05555555555555555,22.0,28.55233835154795
1,0,Wspd,raw,raw,,train,1440,0.002422292214271619,0.05555555555555555,22.0,0.10763741790839679
2,1,Wspd,raw,raw,,train,1440,0.002370487860307575,0.05555555555555555,22.0,0.10553705938810132
3,2,Wspd,raw,raw,,train,1440,0.002291594662130992,0.05555555555555555,22.0,0.10669836712381565
4,3,Wspd,raw,raw,,train,1440,0.00227473570999917,0.05555555555555555,22.0,0.1052530243343096
5,4,Wspd,raw,raw,,train,1440,0.002239855240821868,0.05555555555555555,22.0,0.10525290356165735
6,5,Wspd,raw,raw,,train,1440,0.0024781756084237315,0.05555555555555555,22.0,0.10839562434634342
7,6,Wspd,raw,raw,,train,1440,0.0022832842179808317,0.05555555555555555,22.0,0.1054890497625575
8,7,Wspd,raw,raw,,train,1440,0.002374211035889406,0.05555555555555555,22.0,0.10735513462276677
1,0,Wspd,trend_ma6,trend,6.0,train,1440,0.0011750830376904494,0.05555555555555555,22.0,0.07928421901777527
2,1,Wspd,trend_ma6,trend,6.0,train,1440,0.0011941036663397726,0.05555555555555555,22.0,0.07901145151960148
3,2,Wspd,trend_ma6,trend,6.0,train,1440,0.0011816318408823087,0.05555555555555555,22.0,0.07905898195892759
4,3,Wspd,trend_ma6,trend,6.0,train,1440,0.0012431342851010507,0.05555555555555555,22.0,0.07910324317309525
5,4,Wspd,trend_ma6,trend,6.0,train,1440,0.0011432660821879348,0.05555555555555555,22.0,0.0790577032465859
6,5,Wspd,trend_ma6,trend,6.0,train,1440,0.0012891055135617303,0.05555555555555555,22.0,0.07908362284981331
7,6,Wspd,trend_ma6,trend,6.0,train,1440,0.0012825166592070377,0.05555555555555555,22.0,0.07898510581813685
8,7,Wspd,trend_ma6,trend,6.0,train,1440,0.0012286994090766033,0.05555555555555555,22.0,0.07923343345353133
1,0,Wspd,local_residual_ma6,local_residual,6.0,train,1440,0.05400293449437513,0.05555555555555555,21.0,0.06912068784039806
2,1,Wspd,local_residual_ma6,local_residual,6.0,train,1440,0.05086054255655348,0.05555555555555555,21.0,0.06632617015665933
3,2,Wspd,local_residual_ma6,local_residual,6.0,train,1440,0.04928103073104037,0.05555555555555555,21.0,0.06785744155311672
4,3,Wspd,local_residual_ma6,local_residual,6.0,train,1440,0.04991601338277899,0.05555555555555555,21.0,0.06608882420775844
5,4,Wspd,local_residual_ma6,local_residual,6.0,train,1440,0.04816163941161785,0.05555555555555555,21.0,0.0655641185768166
6,5,Wspd,local_residual_ma6,local_residual,6.0,train,1440,0.054179912554234815,0.05555555555555555,21.0,0.07034136301297043
7,6,Wspd,local_residual_ma6,local_residual,6.0,train,1440,0.04640577953685,0.05555555555555555,21.0,0.06590488883308476
8,7,Wspd,local_residual_ma6,local_residual,6.0,train,1440,0.05425332295077066,0.05555555555555555,21.0,0.06837240979806448
1,0,Wspd,trend_ma18,trend,18.0,train,1440,0.0008442402645935287,0.05555555555555555,22.0,0.0753989434025367
2,1,Wspd,trend_ma18,trend,18.0,train,1440,0.0008076859906341164,0.05555555555555555,22.0,0.07516649952365727
3,2,Wspd,trend_ma18,trend,18.0,train,1440,0.000833323353355136,0.05555555555555555,22.0,0.07523148360764485
4,3,Wspd,trend_ma18,trend,18.0,train,1440,0.0008902603858655509,0.05555555555555555,22.0,0.07524906745548406
5,4,Wspd,trend_ma18,trend,18.0,train,1440,0.0007883978194928958,0.05555555555555555,22.0,0.07523937652987653
6,5,Wspd,trend_ma18,trend,18.0,train,1440,0.0008786054583002494,0.05555555555555555,22.0,0.0752262692841964
7,6,Wspd,trend_ma18,trend,18.0,train,1440,0.0009066420847691244,0.05555555555555555,22.0,0.07518288900081566
8,7,Wspd,trend_ma18,trend,18.0,train,1440,0.0008210714351431799,0.05555555555555555,22.0,0.07525808906174923
1,0,Wspd,local_residual_ma18,local_residual,18.0,train,1440,0.0055656799002587855,0.05555555555555555,22.0,0.08014469838704794
2,1,Wspd,local_residual_ma18,local_residual,18.0,train,1440,0.0053664521959772785,0.05555555555555555,22.0,0.07744133226146065
3,2,Wspd,local_residual_ma18,local_residual,18.0,train,1440,0.005165568653234017,0.05555555555555555,22.0,0.07902074567629246
4,3,Wspd,local_residual_ma18,local_residual,18.0,train,1440,0.005047730367884625,0.05555555555555555,22.0,0.07701230203678554
5,4,Wspd,local_residual_ma18,local_residual,18.0,train,1440,0.005101800333107465,0.05555555555555555,22.0,0.07713571265754623
6,5,Wspd,local_residual_ma18,local_residual,18.0,train,1440,0.00566923965023972,0.05555555555555555,22.0,0.08124682452894702
7,6,Wspd,local_residual_ma18,local_residual,18.0,train,1440,0.004899195930580566,0.05555555555555555,22.0,0.07748008200255785
8,7,Wspd,local_residual_ma18,local_residual,18.0,train,1440,0.0057389567977105364,0.05555555555555555,22.0,0.07993392654002272
1,0,Wspd,trend_ma36,trend,36.0,train,1440,0.000261559369477579,0.05555555555555555,22.0,0.06576754788282385
2,1,Wspd,trend_ma36,trend,36.0,train,1440,0.0002443162322184731,0.05555555555555555,22.0,0.06557549977283336
3,2,Wspd,trend_ma36,trend,36.0,train,1440,0.00025188399953716425,0.05555555555555555,22.0,0.06562480390213539
4,3,Wspd,trend_ma36,trend,36.0,train,1440,0.00029335529039715015,0.05555555555555555,22.0,0.06564532649664563
5,4,Wspd,trend_ma36,trend,36.0,train,1440,0.0002333432744505294,0.05555555555555555,22.0,0.06565092173625427
6,5,Wspd,trend_ma36,trend,36.0,train,1440,0.00027847454510199275,0.05555555555555555,22.0,0.06563412469146564
7,6,Wspd,trend_ma36,trend,36.0,train,1440,0.00029634609485858427,0.05555555555555555,22.0,0.06558341185866302
8,7,Wspd,trend_ma36,trend,36.0,train,1440,0.0002485705942276844,0.05555555555555555,22.0,0.06565426134605969
1,0,Wspd,local_residual_ma36,local_residual,36.0,train,1440,0.0022020195022042373,0.05555555555555555,22.0,0.09920846689335822
2,1,Wspd,local_residual_ma36,local_residual,36.0,train,1440,0.0021643250084132392,0.05555555555555555,22.0,0.09693296779301962
3,2,Wspd,local_residual_ma36,local_residual,36.0,train,1440,0.002056588547262046,0.05555555555555555,22.0,0.09825751874310448
4,3,Wspd,local_residual_ma36,local_residual,36.0,train,1440,0.0019816206125611423,0.05555555555555555,22.0,0.09670124151933296
5,4,Wspd,local_residual_ma36,local_residual,36.0,train,1440,0.0020524405261449726,0.05555555555555555,22.0,0.09666624066741678
6,5,Wspd,local_residual_ma36,local_residual,36.0,train,1440,0.002239504271283359,0.05555555555555555,22.0,0.09992543885175191
7,6,Wspd,local_residual_ma36,local_residual,36.0,train,1440,0.0019642774817596113,0.05555555555555555,22.0,0.09700300801359381
8,7,Wspd,local_residual_ma36,local_residual,36.0,train,1440,0.0021994365983815777,0.05555555555555555,22.0,0.09886246402342082
