event_index,event_timestamp,time_index,relative_step,timestamp,Patv_raw_farm_mean_kw,Fine_local_residual_ma6_kw,Fine_first_difference_kw,Coarse_ma6_kw,Coarse_ma18_kw,Coarse_ma36_kw,Downsample_upsample_ma36_kw,resampled_source_start_index,resampled_source_end_index,resampled_source_is_causal
360,synthetic_00360,379,19,synthetic_00379,997.876220703125,-9.3740234375,-9.537353515625,1007.250244140625,1021.3975830078125,993.854736328125,867.3994750976562,324,359,True
360,synthetic_00360,380,20,synthetic_00380,1004.6664428710938,-1.15216064453125,6.79022216796875,1005.818603515625,1019.723388671875,996.7181396484375,867.3994750976562,324,359,True
360,synthetic_00360,381,21,synthetic_00381,982.9490356445312,-17.0205078125,-21.7174072265625,999.9695434570312,1017.365966796875,999.2088623046875,867.3994750976562,324,359,True
360,synthetic_00360,382,22,synthetic_00382,965.538818359375,-27.793212890625,-17.41021728515625,993.33203125,1014.1243286132812,1000.448974609375,867.3994750976562,324,359,True
360,synthetic_00360,383,23,synthetic_00383,961.964599609375,-24.77020263671875,-3.57421875,986.7348022460938,1011.2107543945312,1001.775146484375,867.3994750976562,324,359,True
360,synthetic_00360,384,24,synthetic_00384,950.8509521484375,-26.45672607421875,-11.1136474609375,977.3076782226562,1006.4361572265625,1002.0814819335938,867.3994750976562,324,359,True
360,synthetic_00360,385,25,synthetic_00385,950.672119140625,-18.7681884765625,-0.1788330078125,969.4403076171875,1002.18603515625,1002.3316650390625,867.3994750976562,324,359,True
360,synthetic_00360,386,26,synthetic_00386,939.1727294921875,-19.35198974609375,-11.4993896484375,958.5247192382812,996.5531005859375,1001.738525390625,867.3994750976562,324,359,True
360,synthetic_00360,387,27,synthetic_00387,938.9619750976562,-12.2315673828125,-0.21075439453125,951.1935424804688,991.2470703125,1001.03759765625,867.3994750976562,324,359,True
360,synthetic_00360,388,28,synthetic_00388,927.767333984375,-17.1309814453125,-11.19464111328125,944.8983154296875,985.6017456054688,999.7675170898438,867.3994750976562,324,359,True
360,synthetic_00360,389,29,synthetic_00389,924.3973388671875,-14.23974609375,-3.3699951171875,938.6370849609375,979.7129516601562,998.3367919921875,867.3994750976562,324,359,True
360,synthetic_00360,390,30,synthetic_00390,908.26318359375,-23.27593994140625,-16.1341552734375,931.5391235351562,972.494873046875,996.5228881835938,867.3994750976562,324,359,True
360,synthetic_00360,391,31,synthetic_00391,898.4570922851562,-24.3795166015625,-9.80609130859375,922.8366088867188,966.509033203125,994.1635131835938,867.3994750976562,324,359,True
360,synthetic_00360,392,32,synthetic_00392,881.3508911132812,-31.8487548828125,-17.106201171875,913.1996459960938,959.1809692382812,991.1538696289062,867.3994750976562,324,359,True
360,synthetic_00360,393,33,synthetic_00393,877.6375122070312,-25.34136962890625,-3.71337890625,902.9788818359375,951.3806762695312,987.587646484375,867.3994750976562,324,359,True
360,synthetic_00360,394,34,synthetic_00394,855.7893676757812,-35.19317626953125,-21.84814453125,890.9825439453125,943.0709838867188,983.4203491210938,867.3994750976562,324,359,True
360,synthetic_00360,395,35,synthetic_00395,844.1453857421875,-33.46185302734375,-11.64398193359375,877.6072387695312,934.3263549804688,979.5782470703125,867.3994750976562,324,359,True
360,synthetic_00360,396,36,synthetic_00396,851.1583251953125,-16.93145751953125,7.012939453125,868.0897827148438,925.6455078125,974.6669921875,979.5782470703125,360,395,True
