TurbID,node_index,signal,representation,component,causal_window,future_horizon,association_method,association,absolute_association,valid_pair_count,feature_information_end_offset,target_start_offset,target_end_offset,fit_split
6,5,Patv_raw,local_residual_ma6,local_residual,6.0,6,pearson,0.20245815323308025,0.20245815323308025,1434,0,1,6,train
7,6,Patv_raw,local_residual_ma6,local_residual,6.0,6,pearson,0.21079963464972942,0.21079963464972942,1434,0,1,6,train
8,7,Patv_raw,local_residual_ma6,local_residual,6.0,6,pearson,0.2086061773075142,0.2086061773075142,1434,0,1,6,train
1,0,Patv_raw,local_residual_ma6,local_residual,6.0,10,pearson,0.277244040318993,0.277244040318993,1354,0,1,10,train
2,1,Patv_raw,local_residual_ma6,local_residual,6.0,10,pearson,0.27891766963605796,0.27891766963605796,1430,0,1,10,train
3,2,Patv_raw,local_residual_ma6,local_residual,6.0,10,pearson,0.28177116368610383,0.28177116368610383,1430,0,1,10,train
4,3,Patv_raw,local_residual_ma6,local_residual,6.0,10,pearson,0.27806490643849774,0.27806490643849774,1430,0,1,10,train
5,4,Patv_raw,local_residual_ma6,local_residual,6.0,10,pearson,0.2780803200375332,0.2780803200375332,1430,0,1,10,train
6,5,Patv_raw,local_residual_ma6,local_residual,6.0,10,pearson,0.2718740177082789,0.2718740177082789,1430,0,1,10,train
7,6,Patv_raw,local_residual_ma6,local_residual,6.0,10,pearson,0.28333150429116194,0.28333150429116194,1430,0,1,10,train
8,7,Patv_raw,local_residual_ma6,local_residual,6.0,10,pearson,0.27968976899192516,0.27968976899192516,1430,0,1,10,train
1,0,Patv_raw,trend_ma18,trend,18.0,3,pearson,0.8306758502672429,0.8306758502672429,1436,0,1,3,train
2,1,Patv_raw,trend_ma18,trend,18.0,3,pearson,0.8311636416048682,0.8311636416048682,1437,0,1,3,train
3,2,Patv_raw,trend_ma18,trend,18.0,3,pearson,0.8303757647553573,0.8303757647553573,1437,0,1,3,train
4,3,Patv_raw,trend_ma18,trend,18.0,3,pearson,0.8309552023379343,0.8309552023379343,1437,0,1,3,train
5,4,Patv_raw,trend_ma18,trend,18.0,3,pearson,0.8298356928071006,0.8298356928071006,1437,0,1,3,train
6,5,Patv_raw,trend_ma18,trend,18.0,3,pearson,0.8302769783650749,0.8302769783650749,1437,0,1,3,train
7,6,Patv_raw,trend_ma18,trend,18.0,3,pearson,0.8308848473422444,0.8308848473422444,1437,0,1,3,train
8,7,Patv_raw,trend_ma18,trend,18.0,3,pearson,0.8306158056897007,0.8306158056897007,1437,0,1,3,train
1,0,Patv_raw,trend_ma18,trend,18.0,6,pearson,0.783840467778598,0.783840467778598,1433,0,1,6,train
2,1,Patv_raw,trend_ma18,trend,18.0,6,pearson,0.78393940894739,0.78393940894739,1434,0,1,6,train
3,2,Patv_raw,trend_ma18,trend,18.0,6,pearson,0.7832181588511741,0.7832181588511741,1434,0,1,6,train
4,3,Patv_raw,trend_ma18,trend,18.0,6,pearson,0.783919274283743,0.783919274283743,1434,0,1,6,train
5,4,Patv_raw,trend_ma18,trend,18.0,6,pearson,0.7828911362789757,0.7828911362789757,1434,0,1,6,train
6,5,Patv_raw,trend_ma18,trend,18.0,6,pearson,0.7833066007001167,0.7833066007001167,1434,0,1,6,train
7,6,Patv_raw,trend_ma18,trend,18.0,6,pearson,0.7834717825935663,0.7834717825935663,1434,0,1,6,train
8,7,Patv_raw,trend_ma18,trend,18.0,6,pearson,0.7834898351743904,0.7834898351743904,1434,0,1,6,train
1,0,Patv_raw,trend_ma18,trend,18.0,10,pearson,0.7112380316818873,0.7112380316818873,1429,0,1,10,train
2,1,Patv_raw,trend_ma18,trend,18.0,10,pearson,0.7113252328531181,0.7113252328531181,1430,0,1,10,train
3,2,Patv_raw,trend_ma18,trend,18.0,10,pearson,0.7104232444022937,0.7104232444022937,1430,0,1,10,train
4,3,Patv_raw,trend_ma18,trend,18.0,10,pearson,0.7112241093280338,0.7112241093280338,1430,0,1,10,train
5,4,Patv_raw,trend_ma18,trend,18.0,10,pearson,0.7101761134854212,0.7101761134854212,1430,0,1,10,train
6,5,Patv_raw,trend_ma18,trend,18.0,10,pearson,0.7106706851878197,0.7106706851878197,1430,0,1,10,train
7,6,Patv_raw,trend_ma18,trend,18.0,10,pearson,0.7103939906602269,0.7103939906602269,1430,0,1,10,train
8,7,Patv_raw,trend_ma18,trend,18.0,10,pearson,0.7107373799687422,0.7107373799687422,1430,0,1,10,train
1,0,Patv_raw,local_residual_ma18,local_residual,18.0,3,pearson,0.40274177905910913,0.40274177905910913,1361,0,1,3,train
2,1,Patv_raw,local_residual_ma18,local_residual,18.0,3,pearson,0.40540080913227944,0.40540080913227944,1437,0,1,3,train
3,2,Patv_raw,local_residual_ma18,local_residual,18.0,3,pearson,0.4043968700340932,0.4043968700340932,1437,0,1,3,train
4,3,Patv_raw,local_residual_ma18,local_residual,18.0,3,pearson,0.4024543535602523,0.4024543535602523,1437,0,1,3,train
5,4,Patv_raw,local_residual_ma18,local_residual,18.0,3,pearson,0.40416136263172137,0.40416136263172137,1437,0,1,3,train
6,5,Patv_raw,local_residual_ma18,local_residual,18.0,3,pearson,0.40264151082562627,0.40264151082562627,1437,0,1,3,train
7,6,Patv_raw,local_residual_ma18,local_residual,18.0,3,pearson,0.40537239181846807,0.40537239181846807,1437,0,1,3,train
8,7,Patv_raw,local_residual_ma18,local_residual,18.0,3,pearson,0.4035372980510298,0.4035372980510298,1437,0,1,3,train
1,0,Patv_raw,local_residual_ma18,local_residual,18.0,6,pearson,0.4709931832537239,0.4709931832537239,1358,0,1,6,train
2,1,Patv_raw,local_residual_ma18,local_residual,18.0,6,pearson,0.4730865840286407,0.4730865840286407,1434,0,1,6,train
3,2,Patv_raw,local_residual_ma18,local_residual,18.0,6,pearson,0.47382864402312663,0.47382864402312663,1434,0,1,6,train
4,3,Patv_raw,local_residual_ma18,local_residual,18.0,6,pearson,0.47196317103831187,0.47196317103831187,1434,0,1,6,train
5,4,Patv_raw,local_residual_ma18,local_residual,18.0,6,pearson,0.47260873784611007,0.47260873784611007,1434,0,1,6,train
6,5,Patv_raw,local_residual_ma18,local_residual,18.0,6,pearson,0.47054647674726435,0.47054647674726435,1434,0,1,6,train
7,6,Patv_raw,local_residual_ma18,local_residual,18.0,6,pearson,0.4748626993438075,0.4748626993438075,1434,0,1,6,train
8,7,Patv_raw,local_residual_ma18,local_residual,18.0,6,pearson,0.47297832575907944,0.47297832575907944,1434,0,1,6,train
1,0,Patv_raw,local_residual_ma18,local_residual,18.0,10,pearson,0.5576349478096122,0.5576349478096122,1354,0,1,10,train
2,1,Patv_raw,local_residual_ma18,local_residual,18.0,10,pearson,0.558828044628477,0.558828044628477,1430,0,1,10,train
3,2,Patv_raw,local_residual_ma18,local_residual,18.0,10,pearson,0.5605883984677758,0.5605883984677758,1430,0,1,10,train
4,3,Patv_raw,local_residual_ma18,local_residual,18.0,10,pearson,0.5587861645963675,0.5587861645963675,1430,0,1,10,train
5,4,Patv_raw,local_residual_ma18,local_residual,18.0,10,pearson,0.5589947340033383,0.5589947340033383,1430,0,1,10,train
6,5,Patv_raw,local_residual_ma18,local_residual,18.0,10,pearson,0.5571493468196895,0.5571493468196895,1430,0,1,10,train
7,6,Patv_raw,local_residual_ma18,local_residual,18.0,10,pearson,0.561574796279044,0.561574796279044,1430,0,1,10,train
8,7,Patv_raw,local_residual_ma18,local_residual,18.0,10,pearson,0.5591507201240038,0.5591507201240038,1430,0,1,10,train
1,0,Patv_raw,trend_ma36,trend,36.0,3,pearson,0.4735815849460165,0.4735815849460165,1436,0,1,3,train
2,1,Patv_raw,trend_ma36,trend,36.0,3,pearson,0.4738079099508343,0.4738079099508343,1437,0,1,3,train
3,2,Patv_raw,trend_ma36,trend,36.0,3,pearson,0.47188122568095175,0.47188122568095175,1437,0,1,3,train
4,3,Patv_raw,trend_ma36,trend,36.0,3,pearson,0.47215987232256323,0.47215987232256323,1437,0,1,3,train
5,4,Patv_raw,trend_ma36,trend,36.0,3,pearson,0.4708825107238698,0.4708825107238698,1437,0,1,3,train
6,5,Patv_raw,trend_ma36,trend,36.0,3,pearson,0.47191954469235725,0.47191954469235725,1437,0,1,3,train
7,6,Patv_raw,trend_ma36,trend,36.0,3,pearson,0.472051893419035,0.472051893419035,1437,0,1,3,train
8,7,Patv_raw,trend_ma36,trend,36.0,3,pearson,0.47244530534978113,0.47244530534978113,1437,0,1,3,train
1,0,Patv_raw,trend_ma36,trend,36.0,6,pearson,0.4009622581053973,0.4009622581053973,1433,0,1,6,train
2,1,Patv_raw,trend_ma36,trend,36.0,6,pearson,0.40080119328660874,0.40080119328660874,1434,0,1,6,train
3,2,Patv_raw,trend_ma36,trend,36.0,6,pearson,0.3986665269658667,0.3986665269658667,1434,0,1,6,train
4,3,Patv_raw,trend_ma36,trend,36.0,6,pearson,0.39906070776946906,0.39906070776946906,1434,0,1,6,train
5,4,Patv_raw,trend_ma36,trend,36.0,6,pearson,0.39780369604332483,0.39780369604332483,1434,0,1,6,train
6,5,Patv_raw,trend_ma36,trend,36.0,6,pearson,0.3989797007272133,0.3989797007272133,1434,0,1,6,train
7,6,Patv_raw,trend_ma36,trend,36.0,6,pearson,0.3988182655368642,0.3988182655368642,1434,0,1,6,train
8,7,Patv_raw,trend_ma36,trend,36.0,6,pearson,0.39945315026532474,0.39945315026532474,1434,0,1,6,train
1,0,Patv_raw,trend_ma36,trend,36.0,10,pearson,0.2993071156428717,0.2993071156428717,1429,0,1,10,train
2,1,Patv_raw,trend_ma36,trend,36.0,10,pearson,0.29913891173742796,0.29913891173742796,1430,0,1,10,train
3,2,Patv_raw,trend_ma36,trend,36.0,10,pearson,0.29649775788777594,0.29649775788777594,1430,0,1,10,train
4,3,Patv_raw,trend_ma36,trend,36.0,10,pearson,0.29701003149284827,0.29701003149284827,1430,0,1,10,train
5,4,Patv_raw,trend_ma36,trend,36.0,10,pearson,0.2957765838223974,0.2957765838223974,1430,0,1,10,train
6,5,Patv_raw,trend_ma36,trend,36.0,10,pearson,0.2971250447597416,0.2971250447597416,1430,0,1,10,train
7,6,Patv_raw,trend_ma36,trend,36.0,10,pearson,0.2966941817822665,0.2966941817822665,1430,0,1,10,train
8,7,Patv_raw,trend_ma36,trend,36.0,10,pearson,0.29760061769725904,0.29760061769725904,1430,0,1,10,train
1,0,Patv_raw,local_residual_ma36,local_residual,36.0,3,pearson,0.6716472666691542,0.6716472666691542,1361,0,1,3,train
2,1,Patv_raw,local_residual_ma36,local_residual,36.0,3,pearson,0.67349206403232,0.67349206403232,1437,0,1,3,train
3,2,Patv_raw,local_residual_ma36,local_residual,36.0,3,pearson,0.6739420721033745,0.6739420721033745,1437,0,1,3,train
4,3,Patv_raw,local_residual_ma36,local_residual,36.0,3,pearson,0.6730553481023073,0.6730553481023073,1437,0,1,3,train
5,4,Patv_raw,local_residual_ma36,local_residual,36.0,3,pearson,0.6739169729813552,0.6739169729813552,1437,0,1,3,train
6,5,Patv_raw,local_residual_ma36,local_residual,36.0,3,pearson,0.672618216581367,0.672618216581367,1437,0,1,3,train
7,6,Patv_raw,local_residual_ma36,local_residual,36.0,3,pearson,0.6747280560747065,0.6747280560747065,1437,0,1,3,train
8,7,Patv_raw,local_residual_ma36,local_residual,36.0,3,pearson,0.6731409445176865,0.6731409445176865,1437,0,1,3,train
1,0,Patv_raw,local_residual_ma36,local_residual,36.0,6,pearson,0.7279358456166274,0.7279358456166274,1358,0,1,6,train
2,1,Patv_raw,local_residual_ma36,local_residual,36.0,6,pearson,0.7293588396305914,0.7293588396305914,1434,0,1,6,train
3,2,Patv_raw,local_residual_ma36,local_residual,36.0,6,pearson,0.7308518168751887,0.7308518168751887,1434,0,1,6,train
4,3,Patv_raw,local_residual_ma36,local_residual,36.0,6,pearson,0.7301428863972614,0.7301428863972614,1434,0,1,6,train
5,4,Patv_raw,local_residual_ma36,local_residual,36.0,6,pearson,0.7306714949382476,0.7306714949382476,1434,0,1,6,train
6,5,Patv_raw,local_residual_ma36,local_residual,36.0,6,pearson,0.7290075404938269,0.7290075404938269,1434,0,1,6,train
7,6,Patv_raw,local_residual_ma36,local_residual,36.0,6,pearson,0.7314610505215451,0.7314610505215451,1434,0,1,6,train
8,7,Patv_raw,local_residual_ma36,local_residual,36.0,6,pearson,0.7301026855480981,0.7301026855480981,1434,0,1,6,train
1,0,Patv_raw,local_residual_ma36,local_residual,36.0,10,pearson,0.7950181103961277,0.7950181103961277,1354,0,1,10,train
2,1,Patv_raw,local_residual_ma36,local_residual,36.0,10,pearson,0.7958543046124112,0.7958543046124112,1430,0,1,10,train
3,2,Patv_raw,local_residual_ma36,local_residual,36.0,10,pearson,0.7979506311389284,0.7979506311389284,1430,0,1,10,train
4,3,Patv_raw,local_residual_ma36,local_residual,36.0,10,pearson,0.7971887660468265,0.7971887660468265,1430,0,1,10,train
5,4,Patv_raw,local_residual_ma36,local_residual,36.0,10,pearson,0.7976061780997905,0.7976061780997905,1430,0,1,10,train
6,5,Patv_raw,local_residual_ma36,local_residual,36.0,10,pearson,0.7962823404964401,0.7962823404964401,1430,0,1,10,train
7,6,Patv_raw,local_residual_ma36,local_residual,36.0,10,pearson,0.7982097881404973,0.7982097881404973,1430,0,1,10,train
8,7,Patv_raw,local_residual_ma36,local_residual,36.0,10,pearson,0.7966974061726005,0.7966974061726005,1430,0,1,10,train
1,0,Wspd,raw,raw,,3,pearson,0.9890747321608889,0.9890747321608889,1437,0,1,3,train
2,1,Wspd,raw,raw,,3,pearson,0.9888729727322242,0.9888729727322242,1437,0,1,3,train
3,2,Wspd,raw,raw,,3,pearson,0.9882299451529973,0.9882299451529973,1437,0,1,3,train
4,3,Wspd,raw,raw,,3,pearson,0.988331464906053,0.988331464906053,1437,0,1,3,train
5,4,Wspd,raw,raw,,3,pearson,0.9889260253602901,0.9889260253602901,1437,0,1,3,train
6,5,Wspd,raw,raw,,3,pearson,0.9897710911976528,0.9897710911976528,1437,0,1,3,train
7,6,Wspd,raw,raw,,3,pearson,0.9900211374372802,0.9900211374372802,1437,0,1,3,train
8,7,Wspd,raw,raw,,3,pearson,0.989061524845652,0.989061524845652,1437,0,1,3,train
1,0,Wspd,raw,raw,,6,pearson,0.9782399163232509,0.9782399163232509,1434,0,1,6,train
2,1,Wspd,raw,raw,,6,pearson,0.9778734404012236,0.9778734404012236,1434,0,1,6,train
3,2,Wspd,raw,raw,,6,pearson,0.9769674551852634,0.9769674551852634,1434,0,1,6,train
4,3,Wspd,raw,raw,,6,pearson,0.9770312018311835,0.9770312018311835,1434,0,1,6,train
5,4,Wspd,raw,raw,,6,pearson,0.9786877244033004,0.9786877244033004,1434,0,1,6,train
6,5,Wspd,raw,raw,,6,pearson,0.9796891404376113,0.9796891404376113,1434,0,1,6,train
7,6,Wspd,raw,raw,,6,pearson,0.9794282337418116,0.9794282337418116,1434,0,1,6,train
8,7,Wspd,raw,raw,,6,pearson,0.9785422078301932,0.9785422078301932,1434,0,1,6,train
1,0,Wspd,raw,raw,,10,pearson,0.9511753140010137,0.9511753140010137,1430,0,1,10,train
2,1,Wspd,raw,raw,,10,pearson,0.9509373360267241,0.9509373360267241,1430,0,1,10,train
3,2,Wspd,raw,raw,,10,pearson,0.9493165916065405,0.9493165916065405,1430,0,1,10,train
4,3,Wspd,raw,raw,,10,pearson,0.9493756906874032,0.9493756906874032,1430,0,1,10,train
5,4,Wspd,raw,raw,,10,pearson,0.9520815933998531,0.9520815933998531,1430,0,1,10,train
6,5,Wspd,raw,raw,,10,pearson,0.9535963714998265,0.9535963714998265,1430,0,1,10,train
7,6,Wspd,raw,raw,,10,pearson,0.9527839054796403,0.9527839054796403,1430,0,1,10,train
8,7,Wspd,raw,raw,,10,pearson,0.9518308350087984,0.9518308350087984,1430,0,1,10,train
1,0,Wspd,trend_ma6,trend,6.0,3,pearson,0.9643782337250699,0.9643782337250699,1437,0,1,3,train
2,1,Wspd,trend_ma6,trend,6.0,3,pearson,0.9641785248005021,0.9641785248005021,1437,0,1,3,train
3,2,Wspd,trend_ma6,trend,6.0,3,pearson,0.9628491588913303,0.9628491588913303,1437,0,1,3,train
4,3,Wspd,trend_ma6,trend,6.0,3,pearson,0.9629251941094739,0.9629251941094739,1437,0,1,3,train
5,4,Wspd,trend_ma6,trend,6.0,3,pearson,0.9648750526669403,0.9648750526669403,1437,0,1,3,train
6,5,Wspd,trend_ma6,trend,6.0,3,pearson,0.9661781013293974,0.9661781013293974,1437,0,1,3,train
7,6,Wspd,trend_ma6,trend,6.0,3,pearson,0.9660630046442241,0.9660630046442241,1437,0,1,3,train
8,7,Wspd,trend_ma6,trend,6.0,3,pearson,0.9649584326336111,0.9649584326336111,1437,0,1,3,train
1,0,Wspd,trend_ma6,trend,6.0,6,pearson,0.9421903886393376,0.9421903886393376,1434,0,1,6,train
2,1,Wspd,trend_ma6,trend,6.0,6,pearson,0.9418149485144515,0.9418149485144515,1434,0,1,6,train
3,2,Wspd,trend_ma6,trend,6.0,6,pearson,0.9401404622892267,0.9401404622892267,1434,0,1,6,train
4,3,Wspd,trend_ma6,trend,6.0,6,pearson,0.9402289342842949,0.9402289342842949,1434,0,1,6,train
5,4,Wspd,trend_ma6,trend,6.0,6,pearson,0.9430804681047208,0.9430804681047208,1434,0,1,6,train
6,5,Wspd,trend_ma6,trend,6.0,6,pearson,0.944743126002874,0.944743126002874,1434,0,1,6,train
7,6,Wspd,trend_ma6,trend,6.0,6,pearson,0.9440252993696402,0.9440252993696402,1434,0,1,6,train
8,7,Wspd,trend_ma6,trend,6.0,6,pearson,0.9429394322036174,0.9429394322036174,1434,0,1,6,train
1,0,Wspd,trend_ma6,trend,6.0,10,pearson,0.9003616905930386,0.9003616905930386,1430,0,1,10,train
2,1,Wspd,trend_ma6,trend,6.0,10,pearson,0.9000814491582954,0.9000814491582954,1430,0,1,10,train
3,2,Wspd,trend_ma6,trend,6.0,10,pearson,0.8976590565757057,0.8976590565757057,1430,0,1,10,train
4,3,Wspd,trend_ma6,trend,6.0,10,pearson,0.8978492621338477,0.8978492621338477,1430,0,1,10,train
5,4,Wspd,trend_ma6,trend,6.0,10,pearson,0.9015858726474458,0.9015858726474458,1430,0,1,10,train
6,5,Wspd,trend_ma6,trend,6.0,10,pearson,0.9038106293743261,0.9038106293743261,1430,0,1,10,train
7,6,Wspd,trend_ma6,trend,6.0,10,pearson,0.9026035247029496,0.9026035247029496,1430,0,1,10,train
8,7,Wspd,trend_ma6,trend,6.0,10,pearson,0.9013710104822065,0.9013710104822065,1430,0,1,10,train
1,0,Wspd,local_residual_ma6,local_residual,6.0,3,pearson,0.2176638279914513,0.2176638279914513,1437,0,1,3,train
2,1,Wspd,local_residual_ma6,local_residual,6.0,3,pearson,0.2176625432225119,0.2176625432225119,1437,0,1,3,train
3,2,Wspd,local_residual_ma6,local_residual,6.0,3,pearson,0.22238118041923186,0.22238118041923186,1437,0,1,3,train
4,3,Wspd,local_residual_ma6,local_residual,6.0,3,pearson,0.22280746857012865,0.22280746857012865,1437,0,1,3,train
5,4,Wspd,local_residual_ma6,local_residual,6.0,3,pearson,0.21343271565302724,0.21343271565302724,1437,0,1,3,train
6,5,Wspd,local_residual_ma6,local_residual,6.0,3,pearson,0.21014234534197082,0.21014234534197082,1437,0,1,3,train
7,6,Wspd,local_residual_ma6,local_residual,6.0,3,pearson,0.2127755680189363,0.2127755680189363,1437,0,1,3,train
8,7,Wspd,local_residual_ma6,local_residual,6.0,3,pearson,0.2132605007386026,0.2132605007386026,1437,0,1,3,train
1,0,Wspd,local_residual_ma6,local_residual,6.0,6,pearson,0.2944352813348136,0.2944352813348136,1434,0,1,6,train
2,1,Wspd,local_residual_ma6,local_residual,6.0,6,pearson,0.294908503658013,0.294908503658013,1434,0,1,6,train
3,2,Wspd,local_residual_ma6,local_residual,6.0,6,pearson,0.29969781105549714,0.29969781105549714,1434,0,1,6,train
4,3,Wspd,local_residual_ma6,local_residual,6.0,6,pearson,0.29969523225266126,0.29969523225266126,1434,0,1,6,train
5,4,Wspd,local_residual_ma6,local_residual,6.0,6,pearson,0.29160169647057055,0.29160169647057055,1434,0,1,6,train
6,5,Wspd,local_residual_ma6,local_residual,6.0,6,pearson,0.2868227324252509,0.2868227324252509,1434,0,1,6,train
7,6,Wspd,local_residual_ma6,local_residual,6.0,6,pearson,0.29089123037968084,0.29089123037968084,1434,0,1,6,train
8,7,Wspd,local_residual_ma6,local_residual,6.0,6,pearson,0.29140802232934093,0.29140802232934093,1434,0,1,6,train
1,0,Wspd,local_residual_ma6,local_residual,6.0,10,pearson,0.39320943557133353,0.39320943557133353,1430,0,1,10,train
