graph,source_TurbID,target_TurbID,source_node_index,target_node_index,weight,edge_length,delta_wspd_cosine,ma36_patv_correlation,fit_split
Macro,4,2,3,1,0.15535259246826172,2.0660096691329572,0.5627172288259913,0.9986340806296021,train
Macro,4,3,3,2,0.1789940446615219,1.0120985570271739,0.5520360661888347,0.9985731856925609,train
Macro,4,5,3,4,0.1791832149028778,1.0038818703168513,0.5757134474071435,0.9990280573048352,train
Macro,4,6,3,5,0.15607032179832458,2.0394163941767407,0.5215555724190992,0.9991439475807921,train
Macro,4,7,3,6,0.13045108318328857,3.1198362302974427,0.565572726214191,0.9991692987391556,train
Macro,4,8,3,7,0.09996025264263153,4.221120010511302,0.5275731358617164,0.9984102179923018,train
Macro,5,1,4,0,0.09998469054698944,4.10205092733279,0.5373028967910329,0.9989149938945813,train
Macro,5,2,4,1,0.13224536180496216,3.0306418198597966,0.5660177742232156,0.9988466338335173,train
Macro,5,3,4,2,0.15694022178649902,2.0011497760629493,0.5771469727337696,0.9990980896162766,train
Macro,5,4,4,3,0.17907756567001343,1.0038818703168513,0.5757134474071435,0.9990280573048352,train
Macro,5,6,4,5,0.17834308743476868,1.0471926071067539,0.5426530815734779,0.9993470432390512,train
Macro,5,7,4,6,0.15341326594352722,2.1424510605149676,0.5602190388292088,0.9992261094511302,train
Macro,5,8,4,7,0.09999580681324005,3.253890480007542,0.5361023832126808,0.999028439503047,train
Macro,6,1,5,0,0.09998852014541626,5.035689516567556,0.5256274623577338,0.9990896248653758,train
Macro,6,2,5,1,0.09998290985822678,4.001771119677013,0.521185594270756,0.9990371307327858,train
Macro,6,3,5,2,0.13315846025943756,3.009825316622787,0.5416701862428067,0.9991861677323955,train
Macro,6,4,5,3,0.15673546493053436,2.0394163941767407,0.5215555724190992,0.9991439475807921,train
Macro,6,5,5,4,0.17939452826976776,1.0471926071067539,0.5426530815734779,0.9993470432390512,train
Macro,6,7,5,6,0.17844288051128387,1.0996231064978996,0.5468765537261807,0.9995652675618237,train
Macro,6,8,5,7,0.15229728817939758,2.2138395969173015,0.5504223442008159,0.999082329898386,train
Macro,7,1,6,0,0.09998635947704315,6.001659341938263,0.5549260860488024,0.9990195530523831,train
Macro,7,2,6,1,0.0999959260225296,5.011431994150662,0.5509477393303429,0.999118847135768,train
Macro,7,3,6,2,0.11717859655618668,4.060848617054312,0.5518372446698229,0.9989724487423135,train
Macro,7,4,6,3,0.13607263565063477,3.1198362302974427,0.565572726214191,0.9991692987391556,train
Macro,7,5,6,4,0.16339918971061707,2.1424510605149676,0.5602190388292088,0.9992261094511302,train
Macro,7,6,6,5,0.191874697804451,1.0996231064978996,0.5468765537261807,0.9995652675618237,train
Macro,7,8,6,7,0.19149264693260193,1.114436536255347,0.5437851924931042,0.9990411978078698,train
Macro,8,1,7,0,0.10001232475042343,7.008783694253116,0.5486141604945403,0.9990621940144104,train
Macro,8,2,7,1,0.10001397132873535,6.0571648975103125,0.5057472122701093,0.9990790199879582,train
Macro,8,3,7,2,0.1084132045507431,5.140181913825431,0.5394927603885529,0.9988704098102685,train
Macro,8,4,7,3,0.12157106399536133,4.221120010511302,0.5275731358617164,0.9984102179923018,train
Macro,8,5,7,4,0.14777933061122894,3.253890480007542,0.5361023832126808,0.999028439503047,train
Macro,8,6,7,5,0.1891195923089981,2.2138395969173015,0.5504223442008159,0.999082329898386,train
Macro,8,7,7,6,0.23309050500392914,1.114436536255347,0.5437851924931042,0.9990411978078698,train
Distance,1,2,0,1,0.43151482939720154,1.1089855035418317,0.543927664399574,0.9991974418772986,train
Distance,1,3,0,2,0.29471176862716675,2.1698095350222726,0.5423516337814226,0.9988886188873113,train
Distance,1,4,0,3,0.16507723927497864,3.1614863985632176,0.5388090656054125,0.9986755237264138,train
Distance,1,5,0,4,0.07805918902158737,4.10205092733279,0.5373028967910329,0.9989149938945813,train
Distance,1,6,0,5,0.03063703514635563,5.035689516567556,0.5256274623577338,0.9990896248653758,train
Distance,2,1,1,0,0.2990950047969818,1.1089855035418317,0.543927664399574,0.9991974418772986,train
Distance,2,3,1,2,0.3023512065410614,1.063520994205959,0.5341912967069452,0.9989128766428437,train
Distance,2,4,1,3,0.21436013281345367,2.0660096691329572,0.5627172288259913,0.9986340806296021,train
Distance,2,5,1,4,0.12504735589027405,3.0306418198597966,0.5660177742232156,0.9988466338335173,train
Distance,2,6,1,5,0.05914632976055145,4.001771119677013,0.521185594270756,0.9990371307327858,train
Distance,3,1,2,0,0.17610245943069458,2.1698095350222726,0.5423516337814226,0.9988886188873113,train
Distance,3,2,2,1,0.26065510511398315,1.063520994205959,0.5341912967069452,0.9989128766428437,train
Distance,3,4,2,3,0.26372286677360535,1.0120985570271739,0.5520360661888347,0.9985731856925609,train
Distance,3,5,2,4,0.19022071361541748,2.0011497760629493,0.5771469727337696,0.9990980896162766,train
Distance,3,6,2,5,0.10929884761571884,3.009825316622787,0.5416701862428067,0.9991861677323955,train
Distance,4,2,3,1,0.1845664232969284,2.0660096691329572,0.5627172288259913,0.9986340806296021,train
Distance,4,3,3,2,0.2633916139602661,1.0120985570271739,0.5520360661888347,0.9985731856925609,train
Distance,4,5,3,4,0.26387035846710205,1.0038818703168513,0.5757134474071435,0.9990280573048352,train
Distance,4,6,3,5,0.1867886781692505,2.0394163941767407,0.5215555724190992,0.9991439475807921,train
Distance,4,7,3,6,0.10138294845819473,3.1198362302974427,0.565572726214191,0.9991692987391556,train
Distance,5,2,4,1,0.10755923390388489,3.0306418198597966,0.5660177742232156,0.9988466338335173,train
Distance,5,3,4,2,0.18979139626026154,2.0011497760629493,0.5771469727337696,0.9990980896162766,train
Distance,5,4,4,3,0.26360589265823364,1.0038818703168513,0.5757134474071435,0.9990280573048352,train
Distance,5,6,4,5,0.2610512375831604,1.0471926071067539,0.5426530815734779,0.9993470432390512,train
Distance,5,7,4,6,0.17799222469329834,2.1424510605149676,0.5602190388292088,0.9992261094511302,train
Distance,6,3,5,2,0.11053543537855148,3.009825316622787,0.5416701862428067,0.9991861677323955,train
Distance,6,4,5,3,0.18913954496383667,2.0394163941767407,0.5215555724190992,0.9991439475807921,train
Distance,6,5,5,4,0.2646019458770752,1.0471926071067539,0.5426530815734779,0.9993470432390512,train
Distance,6,7,5,6,0.26135700941085815,1.0996231064978996,0.5468765537261807,0.9995652675618237,train
Distance,6,8,5,7,0.17436611652374268,2.2138395969173015,0.5504223442008159,0.999082329898386,train
Distance,7,3,6,2,0.05732434242963791,4.060848617054312,0.5518372446698229,0.9989724487423135,train
Distance,7,4,6,3,0.12023893743753433,3.1198362302974427,0.565572726214191,0.9991692987391556,train
Distance,7,5,6,4,0.21130836009979248,2.1424510605149676,0.5602190388292088,0.9992261094511302,train
Distance,7,6,6,5,0.3061135411262512,1.0996231064978996,0.5468765537261807,0.9995652675618237,train
Distance,7,8,6,7,0.30501487851142883,1.114436536255347,0.5437851924931042,0.9990411978078698,train
Distance,8,3,7,2,0.02806704118847847,5.140181913825431,0.5394927603885529,0.9988704098102685,train
Distance,8,4,7,3,0.07208000123500824,4.221120010511302,0.5275731358617164,0.9984102179923018,train
Distance,8,5,7,4,0.15923459827899933,3.253890480007542,0.5361023832126808,0.999028439503047,train
Distance,8,6,7,5,0.2970174252986908,2.2138395969173015,0.5504223442008159,0.999082329898386,train
Distance,8,7,7,6,0.44360092282295227,1.114436536255347,0.5437851924931042,0.9990411978078698,train
